R, bias, L, W, Gain
49439.7, 1.55864, 8.91575e-07, 3.7027e-06, 29.8367 
63600.4, 1.68607, 9.90813e-06, 6.52631e-06, 19.0334 
37752.1, 1.24094, 3.92136e-06, 5.10468e-06, 7.90404 
90333.2, 1.30027, 3.38115e-06, 8.19605e-06, 25.6104 
92777.2, 1.60371, 7.61466e-06, 2.46388e-06, 13.2423 
22516.7, 1.6064, 8.918e-06, 8.80601e-07, 8.00924 
34065.5, 1.6954, 3.16832e-06, 9.55386e-06, 27.2975 
17089.7, 1.18582, 6.9408e-06, 7.80255e-06, -8.28766 
5015.52, 0.629037, 8.54766e-06, 5.86154e-06, 21.949 
30734.8, 0.938484, 4.68347e-06, 3.90217e-06, -7.01393 
43040.4, 0.708335, 8.46906e-06, 6.36509e-06, -2.98638 
27477.5, 0.873744, 7.5853e-06, 4.76647e-06, -2.53777 
28070, 1.41919, 4.87693e-06, 7.44121e-07, 3.91929 
76058.1, 1.43949, 2.47091e-07, 9.68226e-06, 49.5694 
74293.7, 1.57301, 9.92074e-06, 2.7904e-06, 8.55296 
98913.4, 1.22357, 5.62323e-07, 3.88244e-06, 31.1563 
41822.7, 1.35077, 4.96676e-07, 9.94507e-06, 37.2044 
57099.1, 1.4261, 4.52349e-06, 1.77397e-06, 3.77082 
40042.4, 0.767087, 9.16375e-06, 7.54445e-06, -5.56749 
98369.2, 1.21341, 8.34174e-06, 4.33441e-07, 4.41168 
50033, 0.927834, 2.20163e-06, 4.47687e-06, -6.31382 
36260.8, 0.677236, 3.01899e-06, 4.74912e-07, 16.2534 
44400.7, 1.62283, 4.47788e-06, 3.80382e-07, 4.14074 
35968.8, 1.07912, 5.36239e-06, 5.93325e-06, -10.2235 
76231.9, 0.698323, 4.29235e-06, 6.66075e-06, -13.3978 
9061.97, 1.0095, 8.96883e-06, 5.3665e-07, 26.5895 
2203.41, 1.45735, 9.48276e-06, 3.12559e-06, 17.7648 
47163.7, 0.608799, 4.06496e-06, 8.47724e-06, -4.39891 
57263, 1.55299, 5.62965e-06, 4.97885e-06, 17.7369 
29539.6, 0.646964, 6.91514e-06, 8.95858e-06, -0.578838 
75003, 1.29563, 7.63866e-07, 5.26125e-06, 31.6097 
84206.3, 1.18093, 3.93364e-06, 5.05159e-06, 14.9251 
12967.4, 0.761554, 4.29183e-07, 3.48412e-06, -10.8437 
27940.8, 1.45685, 8.16732e-06, 1.37337e-06, 2.22058 
95918.7, 0.79139, 1.84872e-07, 4.01595e-06, 2.31482 
66650.4, 1.4076, 1.16222e-06, 9.92516e-06, 36.2304 
11466.6, 0.758026, 3.33008e-06, 3.5017e-06, 4.13508 
77031.7, 0.941469, 2.58282e-06, 4.2305e-06, 2.34188 
85681.8, 1.04033, 2.72681e-07, 8.48516e-07, 8.89978 
42599.4, 1.46991, 1.54338e-06, 3.52863e-06, 21.1817 
86820.7, 1.40628, 8.70237e-06, 1.98691e-06, 1.35257 
38841.9, 1.68123, 1.93989e-06, 3.20164e-06, 21.7877 
8715.52, 0.884339, 2.01338e-06, 6.73761e-06, -7.31735 
98427.7, 0.772559, 5.64413e-07, 8.284e-07, -13.6665 
49812.6, 0.895922, 1.55325e-06, 1.97729e-06, -13.1673 
11904.2, 0.605522, 2.87449e-06, 9.54592e-06, 4.33155 
159.514, 1.64264, 2.77407e-06, 7.21019e-06, 21.6954 
63112.7, 1.31655, 9.63292e-06, 7.60263e-06, 11.6226 
75331.9, 1.03706, 2.38601e-06, 3.13234e-06, 5.58803 
36135.2, 1.51351, 1.98829e-06, 5.93787e-07, -3.36344 
4697.91, 1.4388, 9.28092e-06, 6.43913e-06, 4.61165 
80427.3, 1.10839, 4.36792e-06, 3.94929e-06, 6.64794 
84390.2, 1.43284, 5.78701e-06, 9.41664e-07, -5.35828 
6123.29, 1.40475, 7.26693e-06, 2.88166e-06, 7.80602 
97895.4, 1.60668, 4.0422e-06, 6.15557e-06, 28.9327 
10229.8, 0.82147, 6.39976e-06, 5.38441e-06, 4.64544 
24774.4, 1.3214, 6.4998e-06, 9.4117e-06, 7.67692 
73281.5, 1.17733, 4.21521e-06, 7.49391e-06, 17.0113 
47845.6, 1.21705, 3.14507e-06, 4.37283e-06, 10.4508 
96575.9, 1.07446, 3.21443e-06, 9.43117e-06, 20.9192 
16456.5, 0.679919, 3.0305e-06, 3.01691e-06, 5.94587 
18346.2, 0.860031, 9.68156e-06, 9.86521e-07, 18.3846 
3371.31, 0.86876, 4.60075e-06, 4.59721e-06, 11.7895 
98067.6, 1.2514, 3.25802e-06, 3.6282e-07, -2.10182 
46593.3, 1.42876, 7.5282e-06, 3.10583e-06, 2.14926 
63838.4, 1.25641, 2.248e-06, 7.59606e-06, 24.0047 
15921.3, 1.36528, 3.86503e-06, 2.62063e-06, -4.33589 
17702.9, 0.807146, 7.50888e-06, 1.44954e-06, 14.022 
50467.8, 1.52973, 7.49966e-06, 1.82469e-06, -0.681892 
37126.5, 0.992648, 3.1964e-06, 6.22431e-06, -3.51988 
68857.5, 1.3037, 7.83385e-06, 9.0344e-06, 16.2642 
57501.5, 1.47681, 8.22112e-07, 6.59058e-06, 35.4729 
10820, 0.730758, 6.02288e-06, 7.90322e-06, 3.10697 
74522.5, 0.70012, 8.89248e-06, 3.17141e-06, -0.222756 
34862.6, 0.798203, 2.99097e-07, 1.08989e-06, -11.9543 
65827.4, 0.971801, 2.33409e-06, 7.36809e-06, 12.379 
15178.5, 1.48536, 1.9299e-06, 1.22418e-06, -3.00711 
96899, 0.921919, 3.80159e-06, 6.41459e-06, 6.27119 
71630.1, 1.20153, 6.31269e-06, 6.79833e-06, 12.4359 
33945.4, 1.20778, 1.69957e-06, 5.96858e-06, 16.2331 
18703.8, 1.34665, 9.40161e-06, 7.02441e-06, -6.58999 
57227.3, 1.09831, 3.41741e-06, 9.31852e-06, 15.8754 
45943.1, 1.68962, 6.29733e-06, 7.19439e-06, 21.1945 
97739.5, 1.63953, 6.78108e-06, 1.53317e-06, 10.3671 
77809.7, 0.787169, 5.72056e-06, 2.4438e-06, -5.5351 
67101.1, 1.3795, 4.14844e-06, 1.95242e-06, 6.7572 
59994.1, 0.848156, 8.0823e-06, 9.29662e-06, -14.0858 
94150.5, 1.18248, 1.60173e-06, 2.7392e-07, -14.0858 
69571.5, 1.69945, 4.19049e-07, 7.46228e-06, 48.444 
89256.7, 1.25376, 5.01173e-06, 7.24844e-06, 19.4642 
98257.6, 1.58769, 4.82078e-06, 8.03612e-06, 29.5727 
62426.5, 1.48106, 6.75166e-06, 4.83012e-06, 14.788 
65514.9, 1.39905, 1.33385e-06, 4.6821e-06, 27.5718 
24569.8, 1.67439, 8.47064e-06, 9.48433e-06, 14.7228 
19600.7, 1.08466, 5.15141e-07, 1.78335e-06, -7.92558 
1082.3, 1.12475, 8.4557e-06, 2.51479e-06, 28.2011 
13778.2, 1.1456, 6.07524e-06, 4.71836e-06, -2.68434 
73930.6, 1.61333, 6.33845e-06, 8.39352e-06, 25.5094 
79637.2, 1.13271, 9.17269e-06, 8.16094e-06, 8.65747 
47094.2, 1.21918, 2.18666e-06, 4.13334e-06, 13.4857 
75840.4, 1.07319, 1.4621e-06, 1.59838e-07, 13.4857 
68569.3, 1.62467, 8.32577e-06, 3.43427e-06, 13.315 
30278.6, 0.768567, 7.03377e-06, 1.86099e-06, 7.44728 
39926.9, 0.719564, 1.91634e-06, 9.23839e-06, -18.0882 
54185.7, 1.67693, 5.97186e-06, 6.80365e-06, 22.4273 
12886.9, 1.34574, 8.39012e-06, 1.79883e-06, 7.24426 
86214.3, 1.38752, 7.44485e-06, 9.30831e-06, 21.5211 
4540.06, 0.949608, 7.9566e-06, 2.38991e-06, 18.3624 
6456.33, 0.857461, 1.0808e-06, 9.36873e-06, -11.8092 
78339.9, 1.53446, 4.00982e-06, 1.68917e-06, 12.0159 
13534.4, 1.11742, 8.77852e-06, 3.73944e-06, 3.07134 
48109, 1.24494, 5.16951e-06, 4.04205e-06, 4.1128 
98114.3, 1.63693, 5.2826e-06, 1.88742e-06, 15.3246 
73475.1, 1.45514, 3.15317e-06, 1.03867e-06, 4.56497 
66414.9, 0.903655, 6.85778e-06, 9.57777e-06, -11.0059 
26059, 1.23608, 8.67509e-06, 6.92524e-06, -8.42969 
52576.8, 1.08957, 6.27654e-06, 8.26817e-06, 5.84322 
31367.2, 1.32013, 7.63287e-06, 9.76081e-06, 9.13137 
59266.3, 0.830687, 6.23161e-06, 5.47732e-06, -11.1097 
8158.42, 1.00369, 1.21914e-06, 8.79021e-06, -12.6587 
25034, 1.25985, 2.78075e-06, 7.73872e-07, 1.05321 
22898.4, 1.13814, 5.47685e-06, 9.95457e-06, -0.240789 
64652, 0.604394, 1.71853e-06, 7.35074e-06, -10.6114 
99137.8, 1.53508, 6.08858e-06, 6.08664e-07, -3.52442 
36352.3, 1.05608, 5.27632e-06, 1.79279e-06, -2.33855 
68218.5, 1.38116, 1.52587e-06, 2.91433e-06, 21.6032 
66061.8, 1.49586, 8.20266e-06, 8.9705e-06, 20.2712 
49154.5, 0.650111, 6.70761e-06, 2.16858e-06, 7.93449 
18181.3, 1.32896, 3.45553e-06, 2.10263e-06, -4.22276 
36604.4, 1.58849, 3.17856e-06, 2.2432e-06, 10.7147 
18952.7, 1.32514, 6.24636e-06, 8.85534e-06, 3.60195 
67601.5, 1.42631, 2.71825e-06, 8.0593e-06, 27.7783 
77404.7, 1.30999, 5.3479e-07, 6.10604e-06, 36.3006 
23333.9, 0.603067, 1.74631e-06, 2.47957e-06, 9.23575 
34568, 1.65415, 9.33488e-06, 8.02286e-06, 15.0574 
10397.4, 1.11287, 8.096e-06, 3.07045e-06, 6.56722 
26106.6, 1.53338, 4.84996e-06, 4.64393e-06, 9.68228 
65917.7, 1.30243, 3.97309e-06, 2.87255e-06, 9.28216 
42151.7, 1.24821, 9.49606e-06, 1.07382e-06, 4.199 
88443.4, 0.734949, 3.0073e-06, 2.89578e-06, -11.4407 
66913.5, 0.805194, 7.55276e-06, 8.14467e-07, 8.27632 
43538.3, 1.17391, 3.91828e-06, 5.06803e-06, 6.64963 
40316.8, 1.40404, 5.13203e-06, 2.28839e-06, -0.938309 
55767.7, 1.69287, 6.73102e-06, 9.63108e-06, 25.1898 
38887.8, 0.756394, 6.25902e-06, 1.88424e-06, 4.60898 
38978.8, 1.22553, 9.00292e-06, 5.62431e-07, 10.5777 
42450.2, 1.37713, 4.60385e-06, 7.26279e-06, 16.337 
86324.7, 0.925031, 5.88168e-06, 1.6335e-06, -5.83684 
24899.5, 1.29136, 6.05589e-06, 6.39445e-06, 1.1805 
91272.2, 1.6887, 9.08353e-06, 2.06487e-06, 11.3556 
41746.2, 1.06722, 3.3501e-06, 2.56609e-06, -10.4246 
82351.7, 1.05302, 5.88936e-06, 8.62963e-06, 11.3076 
93595.3, 1.27986, 2.21931e-06, 3.72874e-06, 21.1675 
8798.97, 0.956346, 1.34757e-06, 5.18865e-06, -9.38858 
50702, 0.977901, 4.31516e-06, 8.12988e-06, 2.52522 
92328.6, 1.2209, 8.04154e-06, 6.543e-06, 12.9224 
22240.9, 1.15417, 1.21333e-06, 9.9974e-07, -5.96812 
65088.1, 1.19355, 4.72042e-06, 3.87475e-06, 6.71604 
31394.3, 1.03276, 1.04065e-06, 8.9173e-06, 16.919 
5769.92, 1.46056, 3.94219e-06, 5.34545e-07, 18.5667 
56639.1, 1.07815, 8.22766e-06, 5.5481e-06, -11.1735 
73706.4, 1.44189, 3.49994e-06, 4.46405e-07, -2.46814 
34986.2, 0.718255, 2.35339e-06, 8.11322e-06, -14.3222 
41087.7, 0.80101, 8.70912e-06, 9.40573e-06, -9.15576 
33030.8, 0.917025, 9.89933e-06, 8.36391e-06, -7.79268 
51499, 1.08729, 2.12623e-06, 3.99458e-06, 8.62708 
28182.6, 0.857266, 2.58338e-07, 7.98179e-06, 8.90431 
81106.4, 1.6197, 8.14898e-06, 3.16036e-06, 14.2179 
33296.7, 0.924177, 8.63726e-06, 3.09684e-06, -0.0603728 
63721.9, 0.623256, 9.75898e-06, 2.70949e-06, 9.1971 
92878, 0.965025, 4.36318e-07, 9.17975e-06, 30.0464 
49691.3, 1.54765, 8.69433e-06, 7.77254e-06, 16.6911 
70901.4, 0.729171, 7.42939e-06, 3.62274e-06, -4.03638 
99019, 1.6435, 6.68804e-06, 5.6476e-06, 24.5017 
73156.9, 1.56351, 7.01835e-06, 8.70266e-06, 23.8375 
65007.4, 0.799283, 5.78074e-06, 7.14351e-06, -14.1236 
19200, 0.958373, 3.96906e-06, 4.8645e-07, 14.756 
23723, 0.671194, 4.02367e-06, 4.96419e-06, 0.67537 
13659.2, 1.38075, 3.89607e-06, 1.35768e-06, 2.93478 
24307, 0.842619, 1.38393e-06, 9.78229e-06, -9.57094 
48404.4, 1.33707, 4.42133e-06, 7.55454e-06, 17.3651 
22312.9, 1.41391, 6.97897e-06, 4.90992e-06, -1.77089 
25171.5, 1.20847, 1.50072e-06, 8.94088e-06, 18.6888 
12347, 0.95516, 1.19421e-06, 7.96979e-06, -11.9778 
42888.9, 0.986195, 3.75005e-06, 3.51083e-06, -11.4452 
8548.17, 0.980553, 5.11773e-06, 7.31258e-06, -1.73059 
8597.06, 0.694341, 4.10858e-06, 8.19058e-06, 3.39038 
1195.42, 1.10547, 2.46319e-06, 5.885e-06, 9.23195 
96772.8, 1.61182, 5.66334e-06, 2.86346e-06, 18.2261 
37189.4, 1.4664, 4.86327e-06, 3.46754e-06, 8.0478 
59924.7, 1.36199, 5.57396e-06, 3.0045e-06, 6.79483 
16924.4, 0.887652, 4.61973e-07, 3.89055e-06, -17.2788 
67905.7, 1.6515, 1.63116e-06, 8.00838e-06, 36.7596 
77841.6, 0.904797, 7.88299e-07, 7.74383e-06, 19.0809 
90846.5, 1.59073, 8.1356e-06, 1.61137e-06, 6.92411 
18278.3, 0.885418, 9.59065e-06, 3.68108e-06, 5.16457 
9708.14, 1.60501, 8.81237e-06, 5.81981e-06, -1.84488 
67325, 1.14162, 4.5855e-06, 6.51996e-06, 12.3266 
36931.1, 1.66902, 3.84595e-06, 1.13066e-06, 1.74366 
13371.9, 0.620549, 4.17081e-06, 3.42504e-06, 14.2384 
43148.7, 0.99492, 3.69573e-07, 4.37718e-06, 17.5572 
62241.6, 1.15271, 7.5727e-06, 5.55969e-06, 2.67454 
32179, 1.32247, 2.51141e-06, 4.31402e-06, 11.876 
21425.8, 1.22618, 4.57525e-06, 3.03158e-06, -5.62163 
60449.1, 1.55599, 4.73769e-06, 5.24089e-06, 20.4784 
27238.7, 1.22259, 3.29965e-06, 5.43688e-06, 5.69961 
35263.7, 1.67335, 7.78838e-06, 6.19014e-06, 14.7586 
97446.1, 1.59992, 1.94222e-07, 2.08297e-06, 43.6192 
87190.6, 1.00181, 5.08049e-06, 9.32151e-07, -2.91548 
58283.5, 0.85153, 5.28511e-07, 5.12689e-07, -8.94993 
1487.1, 1.62529, 3.81812e-06, 2.26198e-06, 15.4348 
12459.2, 0.673677, 9.60121e-06, 5.97824e-06, 11.359 
99422, 0.910878, 8.11795e-06, 4.93769e-06, -14.0166 
55967.1, 0.770289, 4.35331e-06, 7.34131e-06, -14.5986 
76730.2, 1.12238, 3.73695e-06, 6.88974e-07, -3.39772 
56997.7, 0.898082, 3.98424e-06, 6.66875e-06, -13.7227 
94667.5, 1.46409, 7.46161e-07, 1.27223e-06, 24.1239 
74413.4, 1.18892, 4.93756e-06, 2.14685e-06, -4.5694 
73873.4, 1.56056, 2.66814e-06, 8.71532e-06, 32.3171 
61948.5, 1.27158, 9.86134e-06, 8.82111e-06, 11.3378 
96986.1, 1.54541, 2.63009e-06, 3.31333e-06, 25.2298 
23633.3, 1.42744, 7.82396e-06, 4.55946e-06, -3.56598 
75037.2, 1.02852, 7.59476e-06, 1.37888e-06, -2.35684 
76675.5, 1.59314, 7.5712e-06, 7.99382e-06, 23.4005 
44957.1, 1.33129, 8.46582e-07, 8.64275e-06, 31.9973 
76136.3, 1.4537, 6.1624e-06, 5.70177e-06, 18.8026 
84452.6, 1.48238, 2.68465e-06, 8.9808e-06, 32.1252 
16875.6, 0.968437, 2.63968e-06, 6.90345e-06, -12.2234 
20567.1, 1.36876, 5.50501e-06, 1.09892e-06, 4.44676 
23874.1, 1.21075, 4.48352e-06, 9.90705e-07, 3.86863 
34220.1, 0.763014, 8.97983e-06, 7.82194e-06, -4.56396 
88952.7, 0.710977, 1.82517e-06, 3.58052e-06, -15.9435 
63343.3, 1.27466, 3.374e-06, 5.96137e-06, 18.3564 
20303.5, 0.940918, 1.68658e-06, 5.64009e-06, -14.584 
12175.3, 0.689225, 3.83473e-06, 7.67715e-06, 0.703413 
34326.7, 0.771182, 7.96665e-06, 3.35689e-06, 1.96946 
14832.3, 1.39855, 2.6928e-06, 8.44884e-06, 12.8282 
9863.46, 0.715225, 7.17981e-06, 9.98712e-06, 4.04705 
1990.47, 1.41195, 9.8177e-06, 9.4662e-06, 9.33794 
23989.9, 1.17825, 7.10226e-06, 5.24417e-06, -7.42635 
62127.3, 0.898711, 7.87683e-06, 5.32301e-06, -10.7529 
56668.5, 0.720587, 7.53794e-06, 4.33214e-06, -3.31623 
31572.9, 1.44388, 8.18234e-06, 4.6176e-06, 2.23155 
46091.9, 1.3235, 5.83235e-06, 7.41488e-06, 13.5035 
28086.6, 1.348, 5.36058e-06, 6.41636e-07, 6.58601 
69252.6, 1.22945, 4.09452e-06, 8.40279e-06, 19.5983 
17861.9, 1.46136, 2.03836e-06, 6.46344e-06, 16.3004 
79141.8, 0.651285, 5.14325e-06, 3.55548e-06, -3.01938 
61272.8, 0.752728, 9.14359e-07, 6.55408e-06, -20.4055 
58985.2, 1.52445, 8.09122e-06, 8.66775e-06, 19.6217 
44254.9, 0.733434, 6.38529e-06, 3.4013e-06, -0.806789 
96470.2, 1.19848, 2.83306e-06, 4.24722e-06, 18.1598 
6652.87, 1.06485, 5.51627e-07, 3.30659e-06, -10.7386 
62536.9, 1.45843, 2.26398e-06, 9.28419e-06, 30.6651 
15729.2, 1.52257, 6.39114e-06, 4.54796e-06, -1.78598 
31919.7, 0.728484, 8.06812e-06, 2.01591e-06, 9.01617 
51945.2, 1.38522, 5.7652e-06, 1.2851e-06, -4.6125 
19785.5, 0.903192, 5.99131e-06, 8.3008e-06, -7.33047 
89535, 1.15182, 9.67059e-06, 3.08052e-06, -10.3716 
548.917, 0.845643, 3.85331e-06, 6.95563e-06, 22.6276 
93208.7, 1.55418, 7.20694e-07, 4.04849e-07, 14.7049 
17672.8, 1.35505, 4.79868e-06, 3.24782e-06, -5.27119 
61648.8, 1.14336, 9.46411e-06, 6.82747e-06, 1.862 
57899.3, 1.25807, 8.52095e-06, 8.875e-06, 11.8213 
21818.4, 1.3781, 8.76481e-06, 6.13007e-06, -4.34967 
772.997, 1.07609, 9.79218e-06, 1.71155e-06, 36.4687 
71235.3, 1.12395, 7.64494e-06, 2.81496e-06, -9.80186 
48931.7, 1.67923, 1.98016e-06, 2.90811e-06, 22.7665 
87756.3, 0.850632, 8.43933e-06, 9.64267e-06, -17.1642 
32406.5, 0.750626, 5.753e-06, 5.99326e-06, -5.05012 
50403.6, 1.53943, 3.9908e-06, 5.34567e-06, 20.1533 
13443.6, 1.12058, 8.59215e-06, 6.06302e-06, -1.52296 
93167.9, 1.11421, 6.83538e-06, 9.72344e-06, 15.172 
71152.8, 1.57427, 3.81326e-07, 7.57293e-06, 46.8591 
38242.8, 0.816385, 9.19969e-06, 5.57082e-06, -3.83744 
63258.8, 1.47054, 2.86264e-06, 3.25601e-07, -3.83744 
68529, 1.56449, 7.67115e-06, 7.52381e-06, 21.0604 
37332, 1.17982, 3.55439e-06, 3.61156e-06, -0.802029 
18485.5, 0.624907, 8.21212e-06, 3.7691e-06, 15.0394 
88663.8, 1.21237, 2.2262e-06, 2.65011e-06, 14.7375 
2823.64, 1.69089, 7.44215e-06, 8.432e-06, 3.37476 
54377.1, 0.630123, 2.1763e-06, 8.08591e-06, -11.8361 
16114.7, 1.46785, 5.58075e-06, 8.89913e-06, 8.49052 
31498.8, 1.54648, 8.01854e-06, 2.63102e-06, -2.31071 
70434.2, 1.63038, 9.90405e-07, 8.68816e-06, 41.6455 
29882.8, 1.09659, 2.2789e-06, 7.32748e-06, 9.76199 
81128.8, 1.03917, 3.69753e-06, 2.70525e-06, -5.1941 
72821.8, 1.60768, 4.79281e-06, 6.35571e-06, 25.091 
84273.9, 0.934373, 1.07566e-06, 6.03585e-07, -10.3861 
88296.6, 0.914649, 1.77617e-06, 6.29209e-06, 12.7289 
79967, 0.871068, 8.80495e-06, 5.03655e-06, -10.9005 
9942.36, 0.621824, 9.942e-06, 8.20692e-06, 14.8706 
56204.2, 0.946024, 5.6185e-06, 7.99654e-06, -6.85327 
5879.39, 0.810826, 1.10421e-06, 5.09426e-06, -3.85308 
45059.4, 0.965733, 8.92907e-06, 2.96673e-06, -2.75051 
2919.42, 1.68411, 3.90523e-07, 2.42747e-06, 4.72179 
41432, 0.809947, 9.00779e-06, 2.94591e-06, 1.4727 
36810.6, 1.16066, 2.06913e-07, 2.5192e-06, 22.3402 
4085.4, 1.47838, 3.08379e-06, 3.34155e-06, 2.32913 
33534, 1.26364, 1.50426e-06, 6.99218e-06, 20.6963 
80270.6, 1.41138, 1.04926e-06, 8.11797e-06, 36.9164 
40527.6, 1.53697, 8.65825e-06, 9.00321e-07, 2.92948 
9687.36, 0.658354, 5.29368e-06, 2.12256e-06, 19.6869 
27761.7, 1.54337, 6.84404e-06, 4.26998e-06, 5.60212 
41229.1, 0.640566, 3.75373e-06, 8.73281e-06, -7.42571 
94812.3, 0.820947, 3.23121e-06, 8.59468e-06, 2.16441 
77222.7, 1.62124, 2.41003e-06, 8.0522e-07, 10.4086 
19352.5, 1.50105, 4.05778e-07, 9.02752e-06, 34.7876 
70759.1, 1.63884, 4.24499e-06, 2.75025e-06, 17.9691 
6984.18, 1.30943, 7.62784e-06, 4.89579e-06, 3.06689 
10952.6, 0.944302, 4.13791e-06, 3.29058e-06, 2.29609 
68082.8, 1.27601, 6.65743e-06, 5.74287e-06, 11.8844 
90512, 1.26946, 6.86189e-06, 1.93591e-06, -2.78693 
12731.9, 0.811525, 2.11162e-06, 6.08687e-06, -7.54514 
1597.12, 1.28522, 9.2992e-07, 9.22273e-06, -5.9718 
67361.7, 1.29212, 4.91788e-06, 8.68229e-06, 19.8 
83772.3, 1.63292, 2.37075e-06, 9.34399e-06, 36.4667 
78071, 1.58306, 4.31388e-06, 4.08505e-06, 21.7662 
91545.9, 1.5784, 7.23068e-06, 7.28516e-06, 24.2886 
10297.1, 0.951313, 8.25694e-06, 3.19942e-06, 8.90929 
91320.5, 0.993189, 6.03284e-06, 6.78403e-06, 5.40242 
81608.7, 1.04608, 8.40372e-06, 4.74186e-06, -10.6268 
3603.23, 0.849279, 5.3248e-06, 9.8021e-06, 6.05997 
59237.3, 1.16948, 3.59974e-06, 6.48134e-06, 14.4536 
82317.3, 1.48572, 4.491e-07, 4.28189e-06, 39.4018 
53337.3, 0.678236, 1.83947e-06, 1.31177e-06, 0.269072 
23479.9, 1.34929, 1.73416e-06, 1.62172e-06, -2.52319 
21702.3, 1.18498, 1.5905e-06, 9.38263e-06, 16.3565 
77587, 1.38905, 4.28423e-06, 8.92516e-06, 25.1522 
65588.8, 1.11968, 5.18338e-06, 4.86505e-06, 5.20372 
21183.8, 1.60119, 6.06726e-06, 4.10436e-06, 5.00088 
50627.1, 1.64113, 2.94316e-06, 4.52558e-06, 23.332 
29743.1, 1.35746, 5.77411e-06, 9.60104e-07, 2.98612 
73777.1, 1.02147, 3.88629e-06, 8.4286e-06, 12.7143 
21292.7, 0.845117, 3.05492e-06, 8.22819e-06, -12.3348 
6300.02, 1.4596, 7.05734e-06, 2.66008e-06, 7.60085 
7624.82, 0.987363, 1.61226e-06, 1.52233e-06, 3.69302 
55449.8, 0.827259, 8.40106e-06, 4.34283e-06, -5.78586 
39573.7, 1.53921, 4.46054e-06, 7.51201e-06, 20.2225 
64556.6, 1.10103, 2.22103e-07, 7.91112e-06, 35.6089 
56295.7, 0.802797, 7.29665e-06, 6.77032e-06, -10.5529 
78422, 1.0268, 4.70713e-06, 8.21801e-06, 11.3109 
37883.7, 0.953804, 8.62486e-06, 3.83407e-06, -3.74411 
26382.4, 0.66289, 3.728e-06, 3.35768e-06, 3.6516 
85039.4, 1.15448, 9.50452e-06, 9.76579e-06, 12.2238 
39371.4, 1.55999, 9.58063e-06, 3.25373e-06, 2.49592 
40252.3, 1.17157, 3.10156e-06, 9.11454e-06, 15.6768 
38498.1, 0.933125, 2.30639e-06, 1.01365e-06, -2.38025 
96611.3, 1.52099, 5.5269e-06, 6.30073e-06, 24.5785 
82775.7, 1.30415, 5.91825e-06, 2.87796e-07, 24.5785 
3876.29, 1.43517, 4.89977e-06, 5.15164e-06, 2.95382 
70383.4, 1.12287, 2.40686e-06, 1.4308e-07, 2.95382 
11531.4, 1.09268, 6.68108e-06, 6.12024e-06, -2.06359 
44802.4, 0.854143, 8.56357e-06, 3.66602e-06, -2.83763 
7345.34, 1.64941, 9.32052e-06, 4.82795e-06, 2.09948 
66470.4, 0.971745, 4.71571e-06, 1.03746e-06, -1.70032 
51817.8, 0.908574, 1.43509e-06, 5.73366e-06, 6.05206 
39273.4, 1.49417, 3.90494e-06, 9.5693e-06, 22.7107 
63832.3, 0.781067, 2.08429e-06, 9.49336e-06, -4.94857 
13921.7, 1.08214, 2.52979e-06, 7.26825e-06, -10.1749 
13842.9, 1.66296, 2.75119e-06, 7.04729e-06, 16.528 
26530.7, 1.33475, 9.51942e-06, 5.36648e-06, -6.84394 
77710, 0.793042, 2.97526e-06, 1.84663e-06, -8.66324 
5193.28, 1.4228, 8.84131e-06, 4.72778e-06, 6.24537 
5603.31, 1.28555, 4.20509e-06, 1.42891e-06, 11.5384 
29150.4, 1.10614, 4.18659e-06, 1.34485e-06, -0.106329 
84613.9, 1.26117, 8.60523e-06, 7.89234e-07, -0.00809127 
64009.5, 0.825988, 6.98551e-06, 2.95745e-06, -4.93118 
77303.8, 1.59186, 1.62297e-06, 4.1992e-06, 30.6038 
55309.5, 1.53244, 1.87057e-06, 8.53546e-06, 31.984 
79237.9, 1.28234, 5.34625e-06, 9.91984e-06, 21.6358 
90220, 0.731397, 9.06565e-06, 9.12411e-06, -12.9679 
25888.8, 1.47504, 2.60777e-06, 7.72816e-06, 19.894 
7266.54, 1.31235, 4.51361e-06, 7.3026e-06, -5.14296 
35760.4, 1.01795, 9.84531e-06, 7.07274e-06, -8.7673 
70725.3, 1.03417, 7.15287e-06, 9.96123e-06, 7.77472 
17509.8, 1.136, 8.86826e-06, 9.07905e-06, -7.26158 
72165.7, 1.49764, 2.88035e-07, 4.93132e-06, 43.1974 
64288.5, 1.63747, 3.29381e-06, 5.93699e-06, 27.1574 
85257.5, 0.975163, 7.84545e-06, 5.30697e-06, -13.9625 
60710.8, 1.47308, 2.10096e-06, 4.4504e-06, 24.2164 
20447.5, 0.601748, 9.10944e-06, 8.2445e-06, 9.95183 
31785.1, 0.990357, 5.26562e-06, 6.91226e-06, -12.2929 
50235.7, 1.23335, 2.02271e-06, 3.41371e-06, 13.1618 
75521.6, 1.55079, 7.3318e-06, 5.86606e-06, 19.6068 
42190.1, 1.42144, 9.39736e-06, 5.42861e-06, 6.15478 
90444.1, 0.632854, 8.90119e-06, 5.06155e-06, -1.70972 
53202.1, 1.02488, 4.67635e-06, 4.61036e-07, 6.71756 
30838, 1.64871, 4.7755e-06, 7.36352e-06, 19.3303 
86668.8, 1.24947, 9.02203e-06, 7.39355e-06, 13.3639 
94953.9, 0.753171, 5.95338e-07, 3.08399e-06, -22.6042 
