R, bias, L, W, Gain
95839.8, 1.19647, 2.03191e-06, 3.04932e-06, 17.4028 
54604.5, 0.618547, 9.56185e-06, 8.32112e-06, -0.020129 
35838.8, 1.6664, 2.32084e-06, 9.32216e-06, 29.6916 
19145.1, 1.40649, 4.13421e-06, 5.01961e-06, 4.34545 
78720.1, 1.55239, 2.43488e-06, 8.61941e-07, 9.44402 
44754.4, 0.762415, 1.0927e-06, 8.07787e-06, -20.7051 
15845.8, 0.660458, 3.55569e-06, 7.86843e-06, -0.36204 
75176, 1.5502, 4.41026e-06, 6.33781e-06, 24.9219 
18019.6, 1.26831, 7.4775e-06, 8.75485e-06, -5.69676 
25646.8, 0.71235, 1.43023e-06, 2.29402e-06, -3.08114 
51404.2, 0.919613, 2.61899e-06, 1.54788e-06, -7.509 
55114, 0.741487, 3.18728e-06, 9.15593e-06, -17.8153 
60174.6, 1.4685, 5.26192e-06, 2.01054e-06, 6.00363 
82573, 0.838138, 7.31162e-06, 6.96805e-06, -14.9366 
2421.3, 1.4872, 3.00053e-06, 3.2211e-06, 6.86099 
78019.3, 1.47428, 4.37528e-06, 9.25609e-06, 27.2986 
30018.2, 1.05466, 1.79089e-06, 8.59861e-06, 12.3022 
61749.1, 1.3329, 6.55863e-07, 6.5159e-07, 10.028 
10684.3, 1.31349, 3.03704e-06, 7.77935e-06, 2.68968 
69331, 0.767667, 6.80175e-06, 8.58238e-06, -13.9318 
92416.1, 1.21524, 5.82452e-06, 3.70943e-06, 9.11712 
16076.6, 0.839233, 8.57827e-06, 6.32203e-06, 1.32162 
45278.1, 0.846637, 8.37887e-06, 5.4484e-06, -6.62682 
30633.5, 1.21937, 7.10087e-07, 6.2046e-06, 23.1706 
95677.5, 0.952919, 5.44498e-06, 2.13938e-07, 23.1706 
30438.6, 0.915828, 9.40874e-07, 1.47719e-06, -10.7896 
97361.1, 0.962649, 5.23759e-06, 1.0585e-06, -4.1067 
80785.3, 1.04474, 8.82877e-06, 7.12055e-06, 1.64108 
75568.4, 1.34809, 8.01443e-07, 2.71814e-06, 26.3133 
62211.2, 1.28964, 2.81947e-07, 3.58509e-06, 33.0685 
26656.3, 0.856121, 8.64362e-06, 4.94779e-06, -1.11905 
53510.3, 0.789275, 1.14466e-06, 2.75548e-06, -16.1011 
45521.5, 0.981719, 8.78874e-06, 4.8065e-07, 13.8743 
39815.5, 0.824457, 8.55827e-06, 1.02183e-06, 11.1897 
60418.3, 0.840082, 4.43512e-06, 5.75764e-07, 6.79432 
26726.6, 0.783387, 8.86237e-06, 6.6294e-06, -1.73111 
1782.13, 1.30632, 6.89973e-06, 2.31823e-06, 20.8584 
57655.3, 1.14867, 5.08993e-06, 9.20188e-06, 13.76 
83236.5, 1.00089, 8.75636e-06, 2.43567e-06, -7.05876 
13161.4, 0.980976, 7.15946e-06, 2.74322e-06, 6.44559 
17936.9, 1.56912, 9.78268e-06, 3.85611e-06, -2.46722 
52417.7, 1.14357, 3.61269e-06, 5.09562e-06, 8.85364 
38413.8, 1.13436, 1.89293e-06, 9.44695e-06, 18.8471 
72588.6, 0.796416, 1.47967e-06, 5.12696e-06, -13.7764 
72945.1, 1.23361, 6.11022e-06, 7.20101e-06, 14.7756 
9150.93, 0.773532, 6.65411e-07, 1.11139e-06, 4.65776 
19987.7, 1.03152, 7.23896e-07, 3.32356e-07, 4.65776 
44318.7, 1.1743, 6.33041e-06, 6.69252e-06, 4.57177 
56072.7, 1.56686, 3.80471e-06, 5.26645e-06, 22.0404 
66582.6, 1.65931, 7.78057e-07, 3.80893e-06, 36.0317 
28422.6, 0.876663, 6.52285e-06, 1.64415e-06, 5.56801 
92150.6, 1.19466, 4.39831e-06, 8.07237e-06, 20.2463 
55940.2, 1.24141, 9.04789e-06, 1.65572e-06, -3.04092 
24595.8, 0.862835, 5.05571e-06, 4.17473e-06, -3.57392 
78531.4, 0.655802, 9.93141e-06, 1.29887e-06, 12.1494 
74117.6, 1.52875, 1.96431e-06, 7.28956e-06, 32.6645 
58720.2, 0.661379, 7.12681e-06, 7.22563e-07, 17.1403 
43865.4, 0.760397, 6.70194e-06, 1.17416e-06, 9.00197 
46810.5, 0.85205, 3.61612e-06, 2.84982e-06, -8.13844 
86508.4, 1.66771, 6.60086e-06, 7.01745e-06, 25.9766 
2091.02, 1.05978, 2.20957e-06, 5.33196e-06, 4.99892 
57968.1, 0.818475, 9.72371e-06, 7.24284e-06, -9.37815 
28602.2, 1.64819, 1.24037e-06, 7.00495e-06, 30.1406 
59534.7, 0.67588, 9.38288e-06, 8.35364e-06, -5.5375 
96103.8, 1.12872, 5.51714e-06, 7.92016e-06, 16.0283 
46738.9, 1.32975, 7.93017e-06, 7.32592e-07, 4.49029 
32681.3, 0.7245, 6.80806e-06, 6.56873e-07, 18.6254 
31991.2, 1.00035, 8.58071e-06, 3.15026e-06, -1.27189 
50315.7, 1.22755, 8.84544e-06, 2.16176e-06, -4.55741 
73391.7, 1.12625, 7.81664e-06, 2.36686e-06, -8.44174 
81275.8, 0.67408, 1.81026e-06, 3.71629e-07, 7.16067 
34891, 0.724175, 3.13727e-06, 8.94137e-07, 8.71546 
20588.8, 0.83524, 5.33703e-06, 7.95735e-06, -6.83871 
4908.59, 0.823089, 9.29918e-06, 8.45052e-06, 10.1156 
66020.6, 1.08824, 3.58846e-06, 1.28208e-06, -7.64381 
44564.9, 0.797345, 1.67909e-07, 8.55232e-06, 6.23791 
69825.8, 1.24621, 6.88733e-06, 7.73797e-06, 14.2751 
93393.4, 1.1679, 6.58693e-06, 5.91939e-06, 12.0238 
51679.3, 0.688991, 5.56544e-06, 4.75115e-06, -4.24133 
48803.1, 0.939368, 7.88203e-06, 8.09584e-06, -13.1434 
86751.1, 0.641415, 7.36929e-06, 5.63476e-06, -4.68569 
27798.8, 1.25469, 5.94954e-06, 4.18741e-06, -8.25033 
91743.6, 1.50332, 1.18045e-06, 1.91607e-06, 25.5448 
3587.36, 1.57181, 3.38058e-07, 3.11299e-06, 9.42325 
51074.7, 1.30138, 7.90154e-06, 7.62123e-06, 10.9467 
95029.5, 0.635907, 1.97297e-06, 1.97219e-06, -4.15773 
8366.05, 0.609926, 7.98544e-06, 3.0128e-07, -4.15773 
59750, 1.16305, 2.42503e-06, 2.77725e-06, 7.55141 
84906.5, 1.27877, 1.44863e-07, 8.46809e-06, 7.55141 
12994.5, 1.3926, 4.69746e-06, 1.38505e-06, 4.61027 
73550.1, 1.06992, 5.38552e-06, 8.14743e-06, 11.0915 
88746, 1.01077, 2.90408e-06, 1.17869e-06, -10.0927 
70948.1, 0.62714, 7.52143e-06, 8.77391e-06, -5.55862 
57743.8, 0.808115, 1.57905e-06, 1.46841e-06, -9.39192 
51212.8, 0.653652, 7.85837e-06, 1.56265e-06, 11.7517 
64187.4, 1.4524, 8.22317e-06, 9.69642e-06, 19.7171 
11105.7, 0.841581, 1.66485e-06, 3.21846e-06, -3.04739 
70042, 1.18672, 6.30525e-06, 7.51428e-06, 12.8072 
37440.3, 0.735974, 4.97718e-06, 2.26089e-06, 2.18872 
92595, 0.815225, 6.99094e-06, 8.73716e-07, 3.83666 
64853.2, 1.38608, 5.83787e-06, 7.70113e-06, 19.1505 
31071.9, 0.791868, 8.95444e-06, 8.79805e-06, -5.67964 
72454, 1.18349, 4.25755e-06, 5.58956e-06, 13.7425 
14889.8, 1.58182, 8.42717e-06, 7.45344e-06, 3.89914 
87546.3, 0.927046, 9.8028e-06, 6.65118e-06, -14.3223 
11886.9, 1.37415, 1.46728e-06, 8.16876e-06, 15.3642 
88530.7, 1.28838, 2.98521e-06, 2.18028e-06, 12.1279 
14031.4, 1.28384, 1.06749e-06, 7.48926e-06, 16.2579 
90621.8, 0.959545, 4.9868e-06, 4.23631e-06, -7.97277 
64828.8, 1.68334, 6.20375e-06, 3.65997e-06, 17.5665 
6235.27, 0.890554, 9.92876e-06, 2.34147e-06, 18.8435 
95291.4, 1.42456, 9.5138e-06, 1.42247e-06, -4.91872 
11621.1, 0.664203, 2.29301e-06, 2.06122e-06, 11.6858 
63184, 0.834096, 9.15988e-06, 5.31501e-06, -8.20845 
61846.6, 1.23803, 5.96235e-06, 6.02084e-06, 11.2258 
72040.5, 1.16485, 5.85929e-06, 3.69079e-06, 2.5317 
62977.6, 0.713744, 3.52008e-07, 3.78293e-06, -21.313 
84783.6, 1.47579, 4.61643e-06, 2.59101e-06, 14.6425 
71480.9, 1.50263, 7.66966e-06, 9.13613e-06, 21.9744 
94050.6, 1.21762, 2.93599e-06, 6.31601e-06, 22.3577 
219.159, 0.709385, 2.50187e-06, 3.49062e-06, 38.5186 
1694.79, 1.20548, 9.74433e-06, 9.06131e-06, 12.9291 
50147, 1.02918, 9.73746e-06, 6.07498e-06, -10.5299 
71534.2, 0.692796, 3.63024e-06, 1.33157e-06, 1.66404 
82042.9, 1.39375, 7.40021e-06, 1.53127e-07, 1.66404 
8014.74, 0.711782, 4.9556e-06, 7.03268e-06, 5.95714 
45678.8, 0.722587, 5.16099e-06, 5.83186e-06, -7.50025 
20157.1, 1.06927, 4.33141e-06, 2.5558e-06, -2.24592 
69050.7, 1.50024, 4.65727e-06, 4.5192e-06, 19.1415 
49549.7, 0.74766, 7.03935e-06, 2.88843e-06, 0.0257379 
45652.2, 1.44524, 6.45203e-06, 5.49351e-06, 12.4431 
63500.3, 0.737274, 5.14833e-06, 3.98898e-06, -7.41552 
17353.6, 0.966473, 5.31173e-06, 6.93848e-06, -6.81203 
58793.4, 1.39053, 7.65494e-06, 9.9791e-06, 18.2988 
74912, 1.02013, 9.27628e-06, 9.33619e-06, 2.48093 
21485.2, 1.52553, 5.5956e-06, 2.41756e-06, -3.66436 
4225.66, 0.983502, 7.69855e-06, 2.00078e-06, 19.6932 
95134, 0.739648, 5.85423e-06, 9.24004e-06, -17.4894 
37000.6, 1.57652, 9.56537e-07, 7.91691e-07, 10.2045 
58525.1, 0.828614, 7.6821e-06, 3.00013e-06, -3.53812 
46998.3, 1.55728, 2.60196e-06, 1.91865e-06, 12.9402 
54320.6, 1.00705, 5.20507e-06, 3.52235e-06, -11.1294 
53038.7, 0.755452, 7.406e-06, 4.57613e-06, -4.82543 
40378.9, 1.07189, 1.72256e-06, 6.09174e-06, 12.7196 
64065.9, 0.86648, 5.89979e-06, 2.02779e-06, -4.01522 
59591.8, 0.960145, 4.79201e-07, 5.94734e-06, 20.1824 
41294.4, 1.48987, 9.8855e-06, 7.18513e-06, 11.1237 
3421.18, 1.042, 5.3961e-06, 5.51375e-06, 8.27799 
18425.6, 1.59454, 2.32394e-06, 3.95138e-06, 13.131 
55436.8, 1.20708, 1.20178e-06, 2.64295e-06, 15.2131 
97695.2, 1.50748, 5.09113e-07, 3.76053e-06, 39.1619 
28483.6, 1.09163, 5.40612e-06, 2.04615e-06, -1.69513 
8393.97, 1.5189, 5.00175e-06, 4.62203e-06, -2.82252 
30102, 0.612214, 8.64895e-06, 9.71833e-07, 26.3842 
361.776, 1.49741, 7.38217e-06, 5.21202e-06, 26.4218 
7100.28, 1.29825, 6.56713e-06, 2.58364e-06, 7.5637 
79365.6, 1.52322, 9.55537e-06, 1.15112e-06, -3.74279 
29304.8, 0.895172, 1.8996e-06, 7.47338e-06, -8.63911 
35500.4, 1.48398, 7.48656e-06, 5.52259e-06, 9.11821 
82688.5, 0.606919, 6.1383e-06, 1.67725e-06, 9.49404 
99783.6, 1.56149, 7.60251e-06, 7.64388e-06, 24.7379 
93868.4, 0.888334, 6.6666e-06, 4.97311e-06, -14.7834 
89149.8, 0.613389, 1.37017e-06, 3.2389e-06, -7.59089 
24805.7, 1.53756, 1.31377e-06, 7.86762e-06, 27.1069 
7577.95, 0.93578, 9.87363e-06, 7.69206e-06, 5.27846 
34074.9, 0.99833, 9.37308e-06, 2.08509e-06, 2.65352 
88386.6, 0.687518, 7.07177e-06, 5.83887e-06, -8.77844 
97089.6, 1.61643, 7.79427e-06, 1.15851e-06, 3.85611 
32843.6, 1.61867, 9.43501e-06, 7.40946e-06, 12.7933 
7398.76, 1.67236, 7.35702e-06, 9.60703e-06, 3.08724 
60863.2, 1.37622, 8.81701e-06, 1.89647e-07, 3.08724 
87441.2, 0.961493, 7.2763e-06, 9.66086e-06, 5.14723 
93635.7, 1.56552, 1.53448e-06, 7.0616e-06, 37.2913 
11758.9, 1.47999, 1.38148e-06, 4.46752e-06, 11.902 
86545.6, 0.920601, 4.45017e-06, 3.14722e-07, 11.902 
26283.7, 0.963226, 5.74504e-06, 1.55424e-06, 4.0704 
38293.2, 0.631158, 4.10051e-06, 8.18299e-06, -4.62896 
9334.02, 1.41654, 2.80788e-06, 5.85344e-06, 1.8614 
93425.3, 1.3545, 1.29341e-06, 4.09118e-06, 28.6278 
45188.8, 0.806122, 8.37026e-06, 3.2785e-06, -0.824552 
22982.4, 0.755068, 9.42509e-06, 9.83949e-06, -2.43647 
28349.1, 1.50458, 5.86703e-06, 2.98537e-06, 0.81575 
30267.2, 0.639481, 1.42032e-06, 6.25821e-06, -7.75958 
74782.7, 1.01486, 1.01641e-06, 4.3861e-06, 17.0431 
6075.02, 1.56715, 7.13334e-06, 4.11737e-06, 3.3668 
69161, 1.11632, 4.7458e-06, 4.21846e-06, 4.69526 
4193.6, 1.59918, 5.78961e-07, 1.87491e-06, -1.57548 
57570.4, 0.609466, 4.24853e-06, 3.32701e-06, 3.30264 
8937.44, 0.881537, 2.7627e-06, 3.64215e-06, 0.896318 
20214, 1.2647, 7.77482e-06, 4.96814e-07, 15.8088 
67689, 1.09435, 8.73526e-07, 6.14425e-06, 24.4251 
37591, 0.973039, 7.75539e-06, 5.76404e-06, -8.64819 
70181.4, 1.36355, 3.35222e-07, 7.56667e-06, 42.5191 
93986.9, 0.870029, 4.38978e-06, 6.62169e-06, -2.96844 
27645.5, 0.779095, 5.55091e-06, 5.30166e-06, -3.81156 
97146.1, 1.19569, 1.75087e-06, 6.98421e-06, 27.3686 
75632.3, 1.28092, 3.0978e-06, 7.67005e-06, 23.5699 
99591.4, 1.01818, 6.48946e-07, 5.52044e-07, -11.8334 
11358, 1.30541, 3.27896e-06, 1.05431e-06, 6.05782 
24166.9, 1.31781, 2.83866e-06, 7.08113e-06, 13.2024 
30993.1, 0.900535, 4.81265e-06, 5.80119e-06, -9.78877 
27140.2, 1.08913, 5.22819e-06, 1.72652e-06, -0.0189482 
39089.9, 1.69405, 9.66111e-06, 6.40567e-06, 14.4816 
76946.1, 1.51814, 6.22425e-06, 8.78041e-06, 24.5148 
46039.4, 0.906971, 4.70539e-07, 9.99227e-06, 20.1352 
13275.3, 0.743453, 9.26087e-06, 1.73335e-07, 20.1352 
85537.2, 0.914423, 7.73603e-06, 7.16447e-06, -15.1762 
14169.9, 1.56844, 6.61532e-06, 2.23261e-06, 0.915004 
65370.2, 0.990774, 7.85649e-06, 9.52322e-06, 0.588791 
55691.9, 1.13497, 6.23427e-07, 9.60295e-06, 31.1772 
94561.8, 0.98914, 4.56844e-06, 2.67871e-06, -13.6903 
52732.9, 1.1616, 1.37451e-07, 7.83423e-06, -13.6903 
15017.2, 0.742523, 1.48231e-06, 1.45712e-06, 4.39796 
38758.4, 1.33249, 9.36814e-06, 6.8861e-06, 4.98332 
97552.6, 1.20373, 9.13976e-06, 3.72023e-06, 2.90109 
42723.4, 0.747071, 1.02298e-06, 6.21717e-06, -20.094 
82888, 0.705329, 1.56676e-07, 1.49368e-06, -16.8712 
98795.6, 1.35195, 9.69537e-06, 5.16448e-06, 13.1013 
34463.7, 0.878872, 7.00573e-06, 7.47082e-06, -9.3601 
