R, bias, L, W, Gain [dB], UGF [Hz], PM [degrees]
16131.8,0.770216,6.01848e-07,9.9577e-06,20.5171, 1.15574e+08, 94.6907
5816.44,0.83784,2.62492e-07,9.68505e-06,18.3672, 2.87046e+08, 96.5685
29183.1,0.72662,2.72453e-07,9.98561e-06,23.2645, 1.20151e+08, 93.5546
30600.8,0.763092,2.71284e-07,9.96367e-06,7.4874, 9.99599e+07, 114.695
16122.9,0.77057,1.81667e-07,9.99415e-06,21.7334, 1.95249e+08, 94.4042
54110.2,0.687941,3.94614e-07,9.99907e-06,24.7096, 6.96638e+07, 92.8705
51289.8,0.630975,3.95627e-07,9.99508e-06,19.7777, 3.3197e+07, 95.4561
24449.1,0.733743,1.15015e-06,9.98704e-06,18.8076, 5.87501e+07, 95.3721
63889.6,0.686043,6.04894e-07,9.95144e-06,25.1179, 5.53624e+07, 92.4958
6315.46,0.861764,3.70509e-07,9.84024e-06,17.4814, 2.39362e+08, 97.1742
63555,0.671587,4.91335e-07,9.13738e-06,24.1018, 4.67145e+07, 93.1081
7005.72,0.817414,1.70798e-07,9.91142e-06,19.4522, 3.25494e+08, 95.829
6177.25,0.83001,1.6396e-07,9.67723e-06,18.3788, 3.48454e+08, 96.6478
3377.5,0.857625,1.61073e-07,9.9472e-06,16.3967, 4.43226e+08, 98.442
22539.8,0.687601,2.85828e-07,8.67074e-06,19.034, 7.16166e+07, 96.1352
26403.2,0.725884,3.86691e-07,9.98368e-06,23.1348, 1.10972e+08, 93.531
54744.3,0.687812,3.92511e-07,9.99331e-06,24.7148, 6.94701e+07, 92.8599
16406.7,0.763092,2.70673e-07,9.99285e-06,21.9328, 1.76803e+08, 94.2173
49192.7,0.7045,1.88634e-07,9.99805e-06,22.3658, 7.95984e+07, 94.1081
57863.6,0.857942,1.72862e-07,9.99042e-06,error, error, error
63527,0.810196,1.67907e-07,9.87146e-06,error, error, error
24346.9,0.721051,2.54134e-07,9.97839e-06,22.4904, 1.1873e+08, 93.9671
13035.7,0.787228,1.78964e-07,9.69399e-06,21.3899, 2.25391e+08, 94.6057
21367.3,0.734998,1.5979e-07,9.93629e-06,20.4659, 1.55569e+08, 95.1883
30813.7,0.763609,2.36756e-07,9.90119e-06,10.7465, 1.16837e+08, 106.539
15611.5,0.841881,1.70738e-07,9.87331e-06,error, error, error
32365.6,0.718153,2.70402e-07,9.91586e-06,23.4596, 1.0851e+08, 93.4892
15267.5,0.782787,1.78395e-07,9.97882e-06,21.556, 2.14632e+08, 94.5112
8150.01,0.687601,3.63082e-07,9.93725e-06,12.5324, 8.37645e+07, 103.328
40012.8,0.703746,3.02723e-07,9.96313e-06,23.9576, 9.13578e+07, 93.2396
22458,0.765559,4.55032e-07,9.98476e-06,20.105, 1.24311e+08, 95.0598
5487.25,0.782475,1.71453e-07,9.98686e-06,17.746, 2.82252e+08, 97.1899
6475.14,0.917704,1.59293e-07,9.95178e-06,error, error, error
48374.9,0.694476,3.9545e-07,9.99502e-06,24.4958, 7.56967e+07, 92.9495
16005.7,0.861437,2.68829e-07,9.99223e-06,error, error, error
7029.94,0.705658,5.60832e-07,9.96306e-06,10.6887, 7.53278e+07, 106.402
16122.9,0.829001,1.76228e-07,9.87135e-06,3.89471, 1.36652e+08, 129.498
7918.14,0.694297,6.17456e-07,9.93595e-06,10.2399, 6.29898e+07, 107.492
4356.52,0.877318,1.71847e-07,9.98403e-06,17.4226, 4.2494e+08, 97.4436
31750.5,0.721973,1.62878e-07,9.83549e-06,21.0516, 1.18641e+08, 94.8432
16131.8,0.770157,1.73932e-07,9.87136e-06,21.4141, 1.98432e+08, 94.5967
23076.1,0.857942,1.75117e-07,9.99045e-06,error, error, error
54869.4,0.749822,2.71227e-07,9.59263e-06,error, error, error
57791.7,0.916571,3.62493e-07,9.84574e-06,error, error, error
7155.94,0.819324,2.73644e-07,9.96051e-06,19.2297, 2.63968e+08, 95.8882
40381.2,0.710845,2.96544e-07,9.98605e-06,23.7227, 9.65678e+07, 93.349
49875.7,0.603417,1.60546e-07,9.05336e-06,16.9703, 2.77293e+07, 98.1517
34524.5,0.719478,3.09402e-07,9.93324e-06,23.4388, 1.06781e+08, 93.466
63134.4,0.687601,1.84839e-07,9.95788e-06,22.3717, 5.92139e+07, 94.0968
22959.2,0.744434,1.67033e-07,9.96799e-06,21.2256, 1.55125e+08, 94.7394
57216.3,0.634451,3.65624e-07,9.95881e-06,20.9942, 3.54236e+07, 94.7404
18171.5,0.718153,4.64264e-07,9.91586e-06,20.0789, 9.62271e+07, 95.1265
8314.23,0.869654,2.75448e-07,9.95753e-06,7.68907, 2.02804e+08, 113.959
6862.42,0.810267,1.69651e-07,9.9911e-06,19.3578, 3.21281e+08, 95.9121
30941.7,0.721329,3.09096e-07,9.93396e-06,23.4388, 1.11859e+08, 93.4689
50243,0.911351,9.38082e-07,9.99505e-06,error, error, error
18794.9,0.773391,3.92626e-07,9.99636e-06,19.9103, 1.46324e+08, 95.2592
862.953,0.697596,1.60697e-07,9.84309e-06,error, error, error
49875.7,0.691334,1.76437e-07,9.93324e-06,22.0864, 6.65311e+07, 94.2734
26450.5,0.735145,2.67923e-07,9.93567e-06,23.0134, 1.30651e+08, 93.691
54964.8,0.687722,3.98041e-07,8.97036e-06,24.4827, 6.20632e+07, 92.9767
31080.6,0.723276,5.9709e-07,9.9585e-06,23.0371, 8.28964e+07, 93.374
49875.7,0.6933,3.92501e-07,9.99534e-06,24.5354, 7.45895e+07, 92.9318
16406.7,0.725883,7.15509e-07,9.99311e-06,17.9191, 7.87238e+07, 96.5283
7027.4,0.820682,1.70708e-07,9.98827e-06,19.4384, 3.31384e+08, 95.8338
3542.94,0.837197,3.51934e-07,9.99938e-06,14.4319, 2.51761e+08, 100.481
31697.7,0.719182,2.93819e-07,9.95828e-06,23.4907, 1.10481e+08, 93.4472
1436.14,0.917976,1.65767e-07,9.998e-06,12.4475, 5.45057e+08, 103.527
21123.9,0.734865,3.6197e-07,9.97833e-06,22.5235, 1.27075e+08, 93.8466
63265.4,0.917704,1.59293e-07,9.95335e-06,error, error, error
3525.69,0.864519,1.75783e-07,9.84082e-06,17.268, 4.27087e+08, 97.5892
26961.4,0.68815,2.72453e-07,9.899e-06,21.0973, 8.2166e+07, 94.6931
22918.8,0.734314,2.87159e-07,9.96368e-06,22.8217, 1.34674e+08, 93.7618
2840.45,0.91524,1.70348e-07,9.95166e-06,15.6839, 4.87082e+08, 99.1747
12971.5,0.787741,1.8402e-07,9.83956e-06,21.1408, 2.31215e+08, 94.7568
54213.6,0.84362,1.71847e-07,9.935e-06,error, error, error
3410.88,0.878328,6.18272e-07,9.94708e-06,11.4108, 1.72094e+08, 104.914
16237.3,0.763505,1.78567e-07,9.9779e-06,21.7066, 1.84446e+08, 94.43
58973.6,0.782442,1.77322e-07,9.83637e-06,error, error, error
2766.36,0.917432,1.52876e-07,9.28636e-06,14.3151, 4.77562e+08, 100.836
8777.2,0.810629,1.78957e-07,9.9368e-06,20.5778, 2.90437e+08, 95.0748
18502.6,0.748225,1.80602e-07,9.89244e-06,21.6154, 1.53925e+08, 94.5015
12962.9,0.77885,1.61335e-07,9.9995e-06,19.7556, 2.37044e+08, 95.6476
6569.8,0.834617,1.72347e-07,9.63846e-06,19.1315, 3.40647e+08, 96.0666
23454.8,0.733869,2.72453e-07,9.96615e-06,22.8471, 1.34228e+08, 93.7501
13035.7,0.786582,1.78964e-07,9.6662e-06,21.3864, 2.23972e+08, 94.6222
63134.4,0.687601,6.12312e-07,9.96401e-06,25.0719, 5.60394e+07, 92.5501
49875.7,0.714142,3.90295e-07,9.99518e-06,16.5629, 7.80733e+07, 98.0472
23003.5,0.753844,3.0781e-07,9.91979e-06,21.2661, 1.44328e+08, 94.5282
7005.72,0.788871,1.70798e-07,9.91142e-06,19.1176, 2.82178e+08, 96.0926
4124.67,0.857645,3.34195e-07,9.97767e-06,16.0241, 2.74679e+08, 98.6356
2988.88,0.734621,2.67923e-07,9.93567e-06,9.59812, 1.58891e+08, 109.066
26334.2,0.725867,2.86999e-07,9.97766e-06,23.1243, 1.22543e+08, 93.6185
2576.18,0.835556,1.60013e-07,9.98868e-06,14.9885, 4.40159e+08, 99.9953
7293.13,0.80499,1.81901e-07,9.83412e-06,19.7863, 2.91451e+08, 95.5905
6956.06,0.781504,3.10675e-07,9.8446e-06,18.0667, 2.07894e+08, 96.7725
29183.1,0.866804,2.72194e-07,9.98561e-06,error, error, error
41420.1,0.703386,6.39787e-07,9.99271e-06,23.7367, 6.68912e+07, 93.0331
2789.43,0.686288,6.65085e-07,9.99331e-06,0.31276, 1.56074e+07, 165.082
63889.6,0.678411,6.08456e-07,9.96417e-06,24.9724, 5.14893e+07, 92.5663
26912.1,0.877318,4.27246e-07,9.98419e-06,error, error, error
49455.7,0.692064,3.32653e-07,9.84767e-06,24.4011, 7.62757e+07, 93.0357
8540.89,0.811995,1.78957e-07,9.99318e-06,20.5245, 2.9579e+08, 95.1128
7053.69,0.819409,1.70701e-07,9.99521e-06,19.4639, 3.29778e+08, 95.8234
49329.3,0.752834,3.9545e-07,9.83538e-06,error, error, error
16122.9,0.917527,1.76256e-07,9.87135e-06,error, error, error
35278.7,0.806385,2.9666e-07,9.98571e-06,error, error, error
20893.3,0.785475,2.72212e-07,9.98485e-06,9.43366, 1.35836e+08, 109.337
54869.4,0.895209,3.62922e-07,9.95563e-06,error, error, error
30941.7,0.754528,4.24112e-07,9.93396e-06,10.7063, 9.21665e+07, 106.264
2499.47,0.878328,1.5723e-07,9.40282e-06,14.6566, 4.6596e+08, 100.409
66925.5,0.685722,2.7313e-07,9.96417e-06,24.3845, 6.50384e+07, 93.147
54744.3,0.687812,3.90305e-07,9.99331e-06,24.7098, 6.96045e+07, 92.8714
26678.1,0.763093,3.08591e-07,9.98395e-06,10.299, 1.14136e+08, 107.255
3006.23,0.85008,1.57063e-07,9.86906e-06,15.6669, 4.47437e+08, 99.2254
56361.2,0.687722,3.94614e-07,8.70438e-06,24.4524, 6.00644e+07, 93.0054
16131.8,0.770758,1.79292e-07,9.83201e-06,21.891, 1.89978e+08, 94.3464
29443.1,0.720859,2.72158e-07,9.98561e-06,23.2958, 1.1466e+08, 93.5622
53668.3,0.676546,1.68414e-07,9.93725e-06,21.6069, 6.17329e+07, 94.5626
2504.74,0.679824,9.50753e-07,9.96417e-06,error, error, error
28285.9,0.716879,1.26105e-06,9.83241e-06,18.4367, 4.8395e+07, 95.5467
54084.4,0.725313,5.02798e-07,9.98903e-06,7.11618, 5.38597e+07, 115.702
40012.8,0.703746,3.03118e-07,9.96311e-06,23.959, 9.13516e+07, 93.2383
7005.72,0.787106,2.38915e-07,9.09265e-06,18.2759, 2.25163e+08, 96.7075
1008.96,0.916456,1.60496e-07,9.99957e-06,10.16, 5.62225e+08, 107.83
4890.31,0.687722,2.47485e-07,9.99426e-06,8.83217, 8.7972e+07, 111.079
48995.9,0.692064,3.32653e-07,9.99798e-06,24.4014, 7.7523e+07, 93.0411
12990.4,0.787267,2.34733e-07,9.7075e-06,20.8992, 2.16154e+08, 94.8491
15202.7,0.687947,4.86046e-07,9.37982e-06,15.4962, 6.3996e+07, 99.2784
24780.9,0.714122,2.35611e-07,9.95043e-06,21.9267, 1.1311e+08, 94.2976
53873.9,0.689307,3.1183e-07,9.99907e-06,24.4381, 7.39701e+07, 93.073
8842.16,0.817296,2.86478e-07,9.83412e-06,19.5626, 2.4139e+08, 95.6274
3377.5,0.785811,5.67574e-07,9.94693e-06,9.24475, 1.30214e+08, 109.524
3371.43,0.857942,1.72862e-07,9.99062e-06,17.0026, 4.32267e+08, 97.8381
7902.65,0.821781,1.78535e-07,9.90024e-06,20.2134, 3.12772e+08, 95.3112
12962.9,0.78723,2.08549e-07,9.79617e-06,20.5335, 2.29134e+08, 95.0955
26856,0.734634,2.63572e-07,9.95803e-06,23.0406, 1.29845e+08, 93.689
38516.3,0.72035,1.74388e-07,9.96755e-06,22.2775, 1.00183e+08, 94.139
16192,0.884385,2.68829e-07,9.96417e-06,error, error, error
41731.3,0.706093,3.29719e-07,9.84258e-06,23.9782, 8.99346e+07, 93.2331
26302.3,1.03844,1.59293e-07,9.96015e-06,error, error, error
20324.5,0.734206,3.08591e-07,9.98421e-06,22.4622, 1.36139e+08, 93.8964
7058.45,0.857625,1.61073e-07,9.94709e-06,14.2575, 3.34877e+08, 100.89
25271.1,0.769099,8.11026e-07,9.899e-06,21.2938, 8.85057e+07, 93.9881
30991.4,0.824772,1.69284e-07,9.93396e-06,error, error, error
5149.93,0.721579,1.20009e-06,9.86975e-06,4.74321, 4.3668e+07, 124.701
6763.22,0.8383,3.33609e-07,9.98441e-06,18.3813, 2.47309e+08, 96.4493
54817.1,0.919228,3.92197e-07,9.95335e-06,error, error, error
31697.7,0.671821,1.82227e-07,9.87276e-06,18.827, 5.66016e+07, 96.3686
4020.17,0.728745,3.08958e-07,9.25991e-06,10.4217, 1.30485e+08, 107.203
15514.6,0.745687,2.72488e-07,9.9898e-06,21.6064, 1.6039e+08, 94.3866
54869.4,0.687601,3.45242e-07,9.93727e-06,24.5951, 7.13475e+07, 92.9487
1496.13,0.971609,1.70283e-07,9.6546e-06,12.4688, 5.41623e+08, 103.483
20556.4,0.694484,2.54134e-07,9.79549e-06,19.6546, 8.89302e+07, 95.6846
454.377,0.770503,2.10931e-07,9.84309e-06,error, error, error
8319.91,0.714946,1.76777e-07,9.92831e-06,15.2273, 1.25257e+08, 99.7133
6569.8,0.749337,1.68965e-07,9.99803e-06,17.1622, 2.16459e+08, 97.7019
15036.7,0.685824,2.71746e-07,9.96172e-06,17.2122, 8.57859e+07, 97.6222
7027.4,0.82775,1.68296e-07,9.99686e-06,19.0378, 3.40291e+08, 96.1425
5632.44,0.887802,1.63749e-07,9.95405e-06,11.913, 3.54397e+08, 104.391
12366.8,0.733538,1.73925e-07,9.84024e-06,19.2192, 1.54286e+08, 96.0119
15682.6,0.819409,2.91012e-07,9.99473e-06,3.5393, 1.06636e+08, 131.408
16192,0.763479,2.67404e-07,9.98381e-06,21.9212, 1.78144e+08, 94.2369
2610.86,0.91738,2.55302e-07,9.8372e-06,14.5536, 3.81171e+08, 100.427
2840.45,0.995521,1.59293e-07,9.16757e-06,7.88019, 3.92213e+08, 113.576
24335.3,0.734188,2.73459e-07,9.97766e-06,22.9332, 1.33374e+08, 93.7124
10536.3,0.810833,1.76782e-07,9.87259e-06,20.457, 2.75719e+08, 95.1593
26450.5,0.734621,2.67923e-07,9.39157e-06,23.0115, 1.23626e+08, 93.7139
49875.7,0.769686,3.95039e-07,9.99982e-06,error, error, error
49853.2,0.706093,3.29719e-07,9.84258e-06,22.8536, 8.38346e+07, 93.7242
22918.8,0.862848,2.87441e-07,9.96399e-06,error, error, error
3857.26,0.849283,1.78413e-07,9.97867e-06,17.755, 4.04348e+08, 97.1577
9808.53,0.832233,5.97768e-07,9.96395e-06,18.4151, 1.51874e+08, 96.172
7019.21,0.810552,1.7028e-07,9.99521e-06,19.4674, 3.19296e+08, 95.8337
41444.2,0.745687,2.72374e-07,7.07412e-06,22.6537, 8.79978e+07, 93.9932
3525.69,0.943949,3.81619e-07,9.84082e-06,14.4116, 2.83226e+08, 100.48
6572.58,0.825523,1.70717e-07,9.98442e-06,19.2458, 3.42787e+08, 95.9787
16406.7,0.763092,2.71591e-07,9.99324e-06,21.9291, 1.7666e+08, 94.2143
3377.5,0.852876,1.61073e-07,9.91567e-06,16.388, 4.37303e+08, 98.4541
40012.8,0.687638,3.02914e-07,9.93749e-06,23.4433, 7.77275e+07, 93.4929
13035.7,0.729506,1.6398e-07,9.69399e-06,19.3904, 1.65537e+08, 95.9116
10120.1,0.734385,7.1849e-07,9.93626e-06,14.4111, 8.3022e+07, 100.269
1490.89,0.917704,1.65453e-07,9.91387e-06,12.6074, 5.39161e+08, 103.275
54039.2,0.689859,3.90146e-07,9.87488e-06,24.6508, 7.0324e+07, 92.8835
12517.3,0.834617,2.74575e-07,9.98432e-06,5.63413, 1.48873e+08, 121.177
6944.84,0.687722,3.94614e-07,9.75726e-06,10.6839, 7.717e+07, 106.552
7215.5,0.810654,1.71453e-07,9.65939e-06,19.4954, 3.06517e+08, 95.8073
23454.8,0.702937,2.72453e-07,9.04524e-06,20.8311, 8.996e+07, 94.9274
24873.4,0.784974,2.63572e-07,9.95803e-06,4.35982, 9.41388e+07, 126.839
24645.1,0.734622,2.87948e-07,9.95592e-06,22.9537, 1.32282e+08, 93.6849
8320.35,0.734303,1.74697e-07,9.97833e-06,17.1326, 1.65178e+08, 97.719
6018.56,0.770216,1.77466e-07,9.96681e-06,17.4541, 2.36712e+08, 97.4325
53824.1,0.859265,1.7703e-07,9.84258e-06,error, error, error
8731.61,0.817296,1.80996e-07,9.99311e-06,20.4504, 3.00304e+08, 95.1463
24780.9,0.676496,1.93207e-07,9.99933e-06,18.5772, 7.27309e+07, 96.5403
3377.5,0.69383,1.63429e-07,9.94727e-06,8.89517, 1.31829e+08, 110.906
31697.7,0.719634,3.09595e-07,9.82704e-06,23.497, 1.08701e+08, 93.4424
26421.2,0.770458,2.43873e-07,9.93499e-06,12.3832, 1.32792e+08, 103.539
41613.5,0.697483,3.33609e-07,9.99796e-06,24.1227, 8.48506e+07, 93.1654
2970.4,0.861764,1.71326e-07,9.84085e-06,16.2624, 4.40366e+08, 98.5749
8503.07,0.724789,2.73403e-07,9.98762e-06,16.7555, 1.42941e+08, 98.0203
2840.45,0.708064,1.59293e-07,9.95609e-06,9.71891, 1.77174e+08, 108.92
54744.3,0.687808,3.33047e-07,9.99801e-06,24.5493, 7.23015e+07, 92.9733
2426.73,0.748098,2.53436e-07,9.83896e-06,8.92957, 1.79257e+08, 110.626
2840.45,0.917704,3.84435e-07,9.87992e-06,13.3678, 2.79745e+08, 101.889
7224.91,0.822765,1.69737e-07,9.46946e-06,19.2365, 3.17127e+08, 96.0097
3345.83,0.820892,1.61409e-07,9.94708e-06,16.1177, 3.98144e+08, 98.7344
9449.33,0.811995,1.78957e-07,9.99007e-06,20.6716, 2.87665e+08, 95.0192
53755.4,0.686043,4.5442e-07,9.9642e-06,24.7049, 6.42581e+07, 92.797
16274.7,0.785175,1.79292e-07,9.99805e-06,21.6354, 2.10758e+08, 94.4682
2708.33,0.86286,2.63572e-07,9.95803e-06,14.3676, 3.40202e+08, 100.662
31697.7,0.719182,1.68469e-07,9.95876e-06,21.6453, 1.12321e+08, 94.4847
6569.8,0.905746,1.71152e-07,9.96478e-06,2.67544, 1.86075e+08, 137.173
21740.6,0.748665,1.55391e-07,9.96311e-06,19.3915, 1.68442e+08, 95.902
24364.7,0.734304,2.86938e-07,9.97833e-06,22.9452, 1.32766e+08, 93.7057
7053.69,0.827469,1.71453e-07,9.98686e-06,19.3639, 3.37607e+08, 95.8889
10565.2,0.776608,4.62686e-07,9.83317e-06,18.9742, 1.46781e+08, 95.9079
16122.9,0.692218,1.81667e-07,9.99415e-06,17.0198, 8.38474e+07, 97.9012
39336.1,0.713612,3.95127e-07,9.99508e-06,23.5997, 9.18069e+07, 93.3095
1436.14,0.734313,1.65881e-07,9.99767e-06,5.78056, 1.94172e+08, 120.826
11260.1,0.782787,1.71829e-07,9.90602e-06,20.6605, 2.4197e+08, 95.05
62458.4,0.715917,1.71847e-07,9.93617e-06,20.8108, 7.86432e+07, 94.9868
18635.6,0.748225,2.86084e-07,9.89244e-06,22.3071, 1.54083e+08, 94.0264
22384,0.707514,3.34309e-07,9.98867e-06,21.7674, 1.0413e+08, 94.2405
156.067,0.861784,1.71793e-07,9.84082e-06,error, error, error
7024.62,1.0652,1.72339e-07,9.98827e-06,error, error, error
35278.7,0.710845,1.28061e-06,9.87474e-06,19.8087, 4.59164e+07, 94.5952
32510.9,0.720128,3.16005e-07,9.94696e-06,23.4781, 1.0896e+08, 93.4484
54869.4,0.703709,3.62697e-07,9.99167e-06,20.7508, 7.69621e+07, 94.8081
12962.9,0.78661,2.68307e-07,9.9995e-06,20.9669, 2.08821e+08, 94.7535
48995.9,0.685097,2.81519e-07,9.99826e-06,23.9127, 7.18673e+07, 93.3188
6976.72,0.822811,1.70881e-07,9.96817e-06,19.4022, 3.33724e+08, 95.866
49876.4,0.6933,3.41427e-07,9.99869e-06,24.412, 7.76233e+07, 93.0319
16479.1,0.763545,1.66602e-07,9.99194e-06,20.7961, 1.9806e+08, 94.9799
54219.2,0.819409,1.70701e-07,9.99521e-06,error, error, error
62973.1,0.687499,3.91015e-07,9.9577e-06,24.3785, 6.62159e+07, 92.9748
40012.8,0.736493,3.02723e-07,9.96313e-06,11.028, 9.03573e+07, 105.836
12962.9,0.736245,1.61361e-07,9.4444e-06,19.432, 1.7641e+08, 95.8837
10945.9,0.822692,1.79196e-07,9.83412e-06,19.6808, 2.76933e+08, 95.6692
24358.6,0.80984,2.2857e-07,9.993e-06,error, error, error
26575.7,0.726109,3.07887e-07,9.95793e-06,23.1759, 1.20822e+08, 93.5841
3371.43,0.704769,3.25551e-07,9.99062e-06,7.52387, 1.0453e+08, 114.565
23468.4,0.734314,2.88094e-07,9.96367e-06,22.8772, 1.33812e+08, 93.739
1008.96,0.916456,1.57435e-07,9.99846e-06,10.1589, 5.70052e+08, 107.83
49875.7,0.875833,3.95127e-07,9.99488e-06,error, error, error
5393.89,0.925096,1.59293e-07,9.95711e-06,1.6065, 1.64672e+08, 146.092
16161.1,0.73492,1.77624e-07,9.83268e-06,20.4223, 1.41162e+08, 95.1882
8251.66,0.927561,3.07697e-07,9.98708e-06,error, error, error
21367.7,0.842222,2.54602e-07,9.92762e-06,error, error, error
29259.9,0.806556,1.75531e-07,9.98568e-06,error, error, error
34208.1,0.920485,2.9666e-07,9.80915e-06,error, error, error
48995.9,0.692068,3.59137e-07,9.99835e-06,24.4763, 7.63015e+07, 92.9738
21510.8,0.786828,1.84518e-07,9.99512e-06,16.4616, 1.78808e+08, 98.3417
54040,0.689859,1.60872e-07,9.95149e-06,21.1811, 7.53766e+07, 94.7716
6569.8,0.806556,1.52449e-07,9.91071e-06,17.716, 3.34218e+08, 97.2261
7027.4,0.878119,1.70708e-07,9.998e-06,9.43092, 2.96828e+08, 109.436
7902.65,0.821781,2.62305e-07,9.64972e-06,19.496, 2.58472e+08, 95.7092
22828.7,0.734314,2.87554e-07,9.96364e-06,22.8123, 1.34772e+08, 93.7692
56532.5,0.693381,3.05536e-07,9.99761e-06,24.1579, 7.52929e+07, 93.1525
48995.9,0.692068,7.28685e-07,9.80253e-06,23.6708, 5.47474e+07, 92.9955
3377.5,0.858017,1.61073e-07,9.9472e-06,16.3955, 4.43589e+08, 98.4304
48537.3,0.721811,3.95436e-07,9.99502e-06,11.0176, 7.21869e+07, 105.7
761.048,0.983386,1.60496e-07,9.99968e-06,8.48793, 5.94775e+08, 111.841
23417.1,0.687145,3.45539e-07,9.9369e-06,20.4736, 8.17019e+07, 95.0369
12961.5,0.811995,1.78957e-07,9.99007e-06,19.2566, 2.53011e+08, 95.9667
22839.5,0.744434,2.65716e-07,9.99516e-06,22.6892, 1.45621e+08, 93.8403
7902.65,0.821298,1.78449e-07,9.99931e-06,20.2331, 3.14904e+08, 95.298
50447.4,0.614162,3.95039e-07,9.99505e-06,17.3955, 2.49002e+07, 97.5999
30352,0.73834,2.74619e-07,9.99814e-06,22.012, 1.26211e+08, 94.154
15267.5,0.782787,5.29462e-07,9.97882e-06,20.7545, 1.33736e+08, 94.6172
54133.9,0.722408,3.96512e-07,9.98903e-06,5.91591, 5.52138e+07, 119.841
6992.92,0.686304,5.97768e-07,9.96002e-06,8.62239, 5.765e+07, 111.317
49875.7,0.694476,4.02957e-07,9.99508e-06,24.5194, 7.4555e+07, 92.925
40595.9,0.971609,8.44303e-07,9.6546e-06,error, error, error
3367.88,0.858015,1.71629e-07,9.99063e-06,16.9501, 4.33944e+08, 97.8827
21490.8,0.748341,2.52701e-07,9.69137e-06,22.585, 1.47807e+08, 93.9218
7019.21,0.742364,2.34278e-07,9.99521e-06,16.8546, 1.8409e+08, 97.9538
24364.7,0.734622,2.86084e-07,9.97756e-06,22.9407, 1.33096e+08, 93.7198
32449.2,0.703746,3.02723e-07,9.98938e-06,23.3573, 9.63281e+07, 93.4983
22964.5,0.734314,1.73899e-07,9.971e-06,21.6698, 1.35816e+08, 94.4786
6572.58,0.825523,1.2786e-06,9.98353e-06,10.5248, 7.88283e+07, 106.038
20845.5,0.77092,1.81455e-07,9.99415e-06,21.6702, 1.78845e+08, 94.4542
8777.2,0.810629,2.94463e-07,9.9368e-06,19.7508, 2.36627e+08, 95.4931
16406.7,0.762906,2.86815e-07,9.99285e-06,21.8754, 1.73671e+08, 94.2271
53596.6,0.687722,1.81808e-07,9.99331e-06,22.0774, 6.10008e+07, 94.313
6483.59,0.834617,1.69727e-07,9.6606e-06,18.881, 3.44113e+08, 96.2642
24327.2,0.770705,2.81126e-07,9.93667e-06,11.4892, 1.29292e+08, 104.977
532.409,0.864519,1.75783e-07,9.97358e-06,4.22316, 3.98026e+08, 127.755
24371.2,0.734304,2.63292e-07,9.97867e-06,22.9129, 1.3347e+08, 93.736
63889.6,0.686297,5.97768e-07,9.9656e-06,25.1186, 5.58003e+07, 92.532
35471.3,0.710845,4.62417e-07,9.81198e-06,23.6778, 8.37049e+07, 93.2259
32365.6,0.718153,1.58712e-07,9.80576e-06,20.5579, 1.17041e+08, 95.168
17132.6,0.901935,2.87516e-07,9.59306e-06,error, error, error
52334.6,0.810552,1.70169e-07,8.75901e-06,error, error, error
41722.2,0.822811,3.32154e-07,9.96839e-06,error, error, error
49875.7,0.752916,3.90468e-07,9.99518e-06,error, error, error
17519.7,0.734314,2.87554e-07,9.49257e-06,21.52, 1.34994e+08, 94.4675
41613.5,0.730631,1.01021e-06,9.99796e-06,22.8608, 6.10872e+07, 92.948
12943.8,0.786615,1.83602e-07,9.99801e-06,21.2039, 2.32615e+08, 94.7022
56818,0.707068,1.77056e-07,9.71907e-06,22.6167, 7.32511e+07, 93.984
3891.75,0.68949,1.52399e-06,9.84024e-06,error, error, error
4356.52,0.930932,2.8254e-07,9.97496e-06,12.5254, 3.07033e+08, 103.262
6569.8,0.878105,1.72347e-07,9.98442e-06,12.2819, 3.31634e+08, 103.763
36093.4,0.748467,4.13507e-07,9.83366e-06,7.61332, 7.59399e+07, 114.18
40103.4,0.74028,6.48703e-07,9.9368e-06,14.8503, 7.26571e+07, 99.5211
7023.15,0.787271,1.70523e-07,9.70625e-06,18.9675, 2.74515e+08, 96.1952
32510.9,0.719478,3.1609e-07,9.9157e-06,23.5102, 1.08189e+08, 93.4056
49849.5,0.692068,3.59137e-07,9.99843e-06,24.4906, 7.59516e+07, 93.0015
7038.1,0.810446,1.63066e-07,9.87105e-06,18.8517, 3.22583e+08, 96.2806
3891.75,0.861764,1.7184e-07,9.84082e-06,17.4874, 4.20639e+08, 97.3872
56544.4,0.68742,3.90305e-07,9.99331e-06,24.7218, 6.87663e+07, 92.8759
59188.9,0.694878,3.84517e-07,9.95479e-06,23.3063, 7.11276e+07, 93.4162
21220.1,0.734303,6.05747e-07,9.97833e-06,21.0829, 9.19522e+07, 94.3901
48005.2,0.755353,2.87798e-07,9.96404e-06,error, error, error
8118.1,0.786585,1.51032e-07,9.9995e-06,18.1056, 2.95308e+08, 96.8782
7173.41,0.810552,1.7028e-07,9.96439e-06,19.5165, 3.16749e+08, 95.7891
8192.82,0.811035,1.7154e-07,9.96723e-06,19.8983, 3.05251e+08, 95.5356
30370,0.721329,3.09096e-07,9.93396e-06,23.4265, 1.12447e+08, 93.4587
16327.4,0.717206,1.49111e-06,9.98552e-06,12.9888, 4.30616e+07, 101.335
8540.89,0.811995,1.78959e-07,9.99318e-06,20.5246, 2.95788e+08, 95.1126
