R, bias, L, W, Gain
98368.2, 3.1848, 1.01571e-05, 7.53858e-06, 18.5383 
84676.5, 0.611475, 1.18717e-06, 1.55834e-05, 20.2646 
50522, 2.1299, 1.86244e-05, 2.54205e-06, 3.48812 
82447.7, 2.87325, 1.2651e-05, 1.59809e-05, 19.3959 
59040, 1.00569, 1.71702e-05, 8.7657e-06, 5.10561 
1630.83, 2.96607, 4.38602e-06, 5.75807e-06, 11.2684 
28124.8, 3.76513, 4.09144e-06, 5.45282e-06, 15.8225 
50243.2, 3.66942, 1.2332e-05, 4.81495e-06, 7.96364 
41632.2, 1.21908, 1.84175e-05, 7.96012e-06, 3.35898 
2166.79, 0.735351, 1.15775e-05, 2.08714e-06, 90.718 
17009.6, 2.81677, 1.43363e-05, 1.72094e-05, -8.67457 
88565.4, 1.42279, 1.26231e-06, 6.08845e-06, 7.43844 
74409.3, 2.53401, 3.35684e-06, 2.84084e-06, 7.12785 
60293.5, 1.2472, 4.08593e-06, 1.74212e-05, -20.5865 
94471.7, 0.91651, 5.94732e-06, 8.74677e-06, -3.22342 
16176.5, 0.889073, 1.66257e-05, 9.86781e-06, 23.0922 
39610.8, 3.29889, 1.53808e-05, 1.30037e-05, 11.3519 
78493.9, 0.655695, 7.48434e-06, 1.22753e-05, 40.1052 
38843.5, 2.30986, 3.94591e-06, 1.60413e-05, 17.0473 
87684.3, 1.86386, 9.03232e-06, 8.76333e-06, -16.8634 
81779.8, 3.12176, 4.37048e-06, 1.01067e-05, 27.4078 
92925.6, 1.87281, 1.86448e-05, 1.17841e-05, -14.4868 
50111.5, 1.01692, 6.26518e-06, 1.26345e-05, -6.53401 
54577.6, 3.45169, 1.1072e-05, 7.7365e-06, 14.028 
75709.8, 1.04155, 1.88904e-05, 1.92314e-05, -5.09044 
52343.8, 1.05585, 1.03417e-05, 9.06583e-06, -0.658538 
98855.8, 3.36602, 1.08758e-05, 1.34149e-05, 25.118 
99020.9, 3.40654, 7.94394e-06, 1.17151e-05, 27.0993 
84190.8, 3.46962, 1.04223e-05, 1.91883e-05, 28.1254 
84770, 0.604287, 1.17688e-05, 7.84192e-06, 56.7291 
12659.3, 3.47936, 1.94048e-05, 2.19156e-06, 12.6775 
62610.5, 1.11653, 1.45864e-05, 9.99949e-06, -1.96953 
23582.9, 1.87134, 2.17246e-06, 1.18822e-05, 4.25763 
40540.4, 2.26256, 6.46107e-06, 1.79987e-05, 12.4061 
49523.6, 1.56548, 1.04524e-05, 1.30936e-05, -12.3916 
46898.6, 3.96663, 9.42612e-06, 1.98221e-05, 27.1642 
79582, 1.58291, 8.32053e-06, 7.97194e-06, -14.0884 
82723.9, 1.14582, 7.17716e-06, 1.8121e-05, -16.8404 
92985.3, 1.63349, 6.82606e-06, 1.29124e-05, 0.094365 
30615, 3.77521, 1.30622e-05, 1.54643e-05, 16.3053 
75845.3, 1.63019, 1.84145e-05, 9.34802e-06, -8.85489 
32428.6, 3.78049, 4.65779e-06, 1.40411e-05, 25.9439 
24929.6, 3.51584, 2.51905e-06, 1.26088e-05, 26.5946 
37707.9, 2.78638, 3.78866e-06, 1.34534e-05, 21.0685 
72675.9, 3.16077, 4.77797e-06, 1.04357e-05, 26.0554 
38454.4, 3.64225, 1.089e-05, 1.77871e-05, 20.8215 
85552.9, 2.77042, 1.7863e-05, 1.29868e-05, 12.6926 
61181.3, 1.63553, 3.27336e-06, 1.22975e-05, 6.1724 
25434.8, 1.4995, 1.9537e-05, 1.73072e-05, -3.0948 
81845.2, 1.20221, 8.67816e-06, 5.10888e-06, -4.45763 
70862.1, 2.35604, 1.10778e-05, 2.32333e-06, -3.98372 
26839.3, 2.51703, 2.57041e-06, 1.66858e-05, 20.9324 
71772.7, 1.23897, 1.6339e-06, 1.89499e-05, 8.45513 
34188.3, 0.664519, 1.09639e-05, 8.71669e-06, 53.63 
49730.3, 3.16301, 2.71617e-06, 2.51532e-06, 11.5973 
94304, 3.12441, 1.86948e-05, 6.93975e-06, 9.76348 
99466.2, 0.679952, 3.96181e-06, 1.77527e-05, 23.8764 
48758.4, 1.75277, 1.26331e-05, 1.37034e-05, -12.6634 
77529.1, 3.58789, 1.34669e-06, 7.42037e-06, 39.0643 
33645.1, 3.53864, 1.02624e-05, 6.71579e-06, 8.18852 
98143.1, 1.78715, 1.60972e-05, 1.67493e-05, -7.10465 
97457.8, 1.46137, 5.82639e-06, 1.27985e-05, -21.6626 
1361.39, 0.684136, 1.82746e-05, 1.28502e-05, 78.9425 
60315.2, 2.48895, 1.03254e-05, 2.20318e-06, -3.18001 
68925.5, 2.49538, 1.77116e-05, 7.53866e-06, -11.4236 
77866.9, 0.879517, 7.00795e-06, 4.28768e-06, 19.816 
45383.2, 2.97341, 1.01188e-05, 9.93288e-06, 10.9465 
26942.4, 3.82919, 1.6639e-05, 1.10903e-05, 9.09436 
24774.9, 3.4015, 1.3119e-05, 3.20913e-06, 0.266688 
43759.7, 1.28044, 1.61135e-06, 1.96787e-05, 3.20298 
92681.4, 2.44557, 9.12942e-06, 9.94037e-06, 13.8043 
59979.3, 2.18107, 7.10365e-06, 1.45145e-05, 11.9142 
31541.5, 2.87426, 1.15759e-05, 2.11603e-06, 2.4496 
52846.6, 1.90376, 1.32175e-05, 4.21805e-06, -3.29771 
63562.9, 3.08383, 9.80656e-06, 1.87394e-05, 22.8742 
39038, 2.65864, 2.96273e-06, 3.85162e-06, 6.21132 
57072.3, 2.27746, 1.92452e-06, 1.56531e-05, 27.964 
30582.1, 2.73065, 7.36366e-06, 8.54247e-06, 3.32735 
63427.4, 0.934669, 8.07503e-06, 1.23086e-05, -1.77621 
66170.6, 2.49167, 1.56858e-05, 5.13287e-06, -8.57299 
87271.4, 2.09968, 1.68432e-05, 5.32652e-06, -8.9572 
34983.7, 3.46959, 1.76883e-05, 1.90383e-05, 14.3711 
79840.8, 3.45517, 7.23371e-06, 1.73609e-05, 29.9974 
49247.8, 2.09907, 1.16216e-05, 1.36183e-05, -7.16603 
77115.9, 2.84297, 9.82249e-06, 7.61342e-06, 12.8188 
43465.2, 3.21907, 1.30264e-05, 1.53913e-05, 15.3677 
8080.57, 3.29774, 1.21019e-05, 1.26251e-05, -2.79724 
74169.6, 2.54939, 9.76876e-06, 1.55523e-05, 17.0859 
5052.98, 2.20957, 1.49778e-05, 1.64271e-05, 4.07322 
24514.5, 2.19514, 3.71173e-06, 1.56449e-05, 9.79035 
11069.1, 0.616321, 5.98984e-06, 6.98057e-06, 67.5422 
48543.4, 2.47792, 1.82805e-05, 3.76018e-06, -1.70001 
73012.3, 2.02886, 1.95052e-06, 1.54319e-05, 26.588 
22444, 3.79512, 2.72865e-06, 1.17594e-05, 25.9646 
32654.8, 2.34695, 1.63932e-05, 1.49784e-05, -11.1297 
43421.7, 3.12405, 1.82981e-06, 9.04721e-06, 29.0042 
86112.1, 2.89635, 1.94491e-05, 1.29661e-05, 13.2869 
30885, 2.31282, 1.73111e-05, 1.42426e-05, -9.61759 
66966.5, 1.95514, 1.07819e-05, 1.83828e-05, 5.68638 
2541.29, 1.35332, 1.90041e-06, 1.83062e-05, -1.85606 
74010.4, 3.96567, 1.98905e-05, 1.45932e-05, 21.5905 
35050.5, 3.68706, 1.22275e-05, 1.52659e-05, 17.5598 
72615.8, 3.49316, 1.91124e-05, 3.99003e-06, 1.837 
64367.2, 0.787212, 1.82624e-05, 1.31488e-05, 29.7079 
52725.6, 1.78806, 1.91619e-05, 6.59687e-06, -3.48832 
61969.7, 1.80153, 1.67937e-05, 8.41226e-06, -8.32925 
8937.74, 1.86024, 1.35766e-05, 1.3462e-05, 2.03479 
2902.75, 1.03172, 9.20869e-06, 1.51656e-05, 19.4122 
77188.1, 3.86039, 1.78645e-05, 2.15719e-06, -3.35797 
20690.9, 3.29237, 4.27806e-06, 6.22452e-06, 8.66011 
42978.8, 3.7216, 8.21609e-06, 1.51819e-05, 23.5877 
12740.5, 2.39297, 5.02112e-06, 1.91876e-05, 1.38577 
24119.4, 1.52646, 9.16809e-06, 8.49442e-06, -2.9692 
42877.9, 2.17725, 7.91082e-06, 1.3917e-05, 4.52679 
13181.4, 2.5163, 1.70336e-05, 1.37128e-05, -2.86146 
73501.9, 3.77217, 5.76259e-06, 4.61351e-06, 20.7117 
2660.5, 3.69605, 1.42247e-05, 1.37835e-05, 6.51312 
15701.8, 1.17708, 9.81909e-06, 3.49973e-06, 15.4272 
84100.5, 3.18787, 1.53141e-05, 9.41449e-06, 15.0569 
71075.6, 1.31706, 1.30308e-05, 1.70899e-05, -13.0181 
20668.1, 2.38472, 9.84816e-06, 1.83343e-05, -5.38386 
50168.6, 1.43783, 6.97583e-06, 1.03329e-05, -12.4335 
44293.4, 1.7382, 1.46046e-05, 1.59366e-05, -11.8503 
48571.9, 2.2745, 8.92437e-06, 8.40118e-06, -6.82391 
1447.73, 2.04268, 8.41067e-06, 1.45657e-05, 12.0803 
92263.8, 1.91421, 1.29036e-05, 1.36122e-05, 0.5968 
1790.57, 2.05697, 1.96569e-05, 1.09613e-05, 19.7453 
65427.4, 2.79262, 2.80536e-06, 7.05499e-06, 23.1251 
29229.8, 3.83953, 3.18376e-06, 1.05575e-05, 26.2347 
86720.6, 2.61923, 4.41301e-06, 1.78386e-05, 28.696 
87880.3, 1.88292, 1.7376e-05, 3.3851e-06, -3.16378 
3065.22, 2.63094, 3.01769e-06, 6.85297e-06, 2.50617 
32778.2, 1.01477, 1.68236e-05, 1.86377e-05, 2.46154 
62219.4, 2.5822, 6.42602e-06, 3.54387e-06, -5.44462 
35592.8, 1.4061, 9.08287e-06, 1.83426e-05, -11.987 
64690.1, 0.83924, 7.15618e-06, 6.69276e-06, 21.1557 
80568.8, 3.75483, 1.59233e-05, 1.36332e-05, 22.4799 
22509.9, 1.23293, 1.50813e-05, 1.78705e-05, -0.747384 
87545.4, 2.8655, 1.25925e-05, 5.70043e-06, 7.65702 
18036.9, 3.11854, 1.16873e-05, 8.64857e-06, -6.22335 
1483.45, 2.87802, 4.13657e-06, 1.53157e-05, 3.22068 
97924.4, 2.76711, 1.22238e-06, 1.20876e-05, 40.5406 
95469.8, 1.28872, 8.48207e-06, 1.54147e-05, -17.8982 
77896.9, 2.85043, 1.68467e-05, 5.30214e-06, -1.95442 
12224.6, 1.66096, 4.98468e-06, 1.10661e-05, -5.78134 
9511.78, 0.955064, 6.7088e-06, 6.64003e-06, 18.0444 
58226.8, 2.14525, 1.6269e-05, 1.14028e-05, -12.8526 
68169.9, 1.56653, 1.56661e-05, 8.03532e-06, -7.31664 
97555.1, 0.851683, 1.0178e-05, 8.18815e-06, 16.5343 
22208.6, 1.94793, 1.46778e-06, 1.02292e-05, 9.84954 
42663.6, 1.23173, 1.82043e-05, 1.30088e-05, -1.76049 
51279.1, 2.41536, 1.6202e-06, 3.45417e-06, 13.2766 
38347.8, 0.697912, 1.76859e-05, 1.27419e-05, 47.6728 
82254.8, 1.97159, 6.64101e-06, 1.75626e-05, 14.8809 
67457.4, 2.54493, 1.24706e-05, 1.90988e-05, 15.6302 
72080, 1.93439, 3.55801e-06, 2.87607e-06, -12.9712 
55403.9, 3.86725, 1.11252e-05, 3.20406e-06, 6.76509 
82494.1, 3.42701, 3.03236e-06, 8.98654e-06, 32.1947 
74330.4, 1.55603, 3.5198e-06, 7.95712e-06, -19.7745 
665.303, 2.05528, 1.19846e-05, 1.80882e-05, 19.7531 
949.235, 3.43205, 1.60017e-05, 1.95126e-05, 13.8177 
51976.9, 1.51572, 1.02358e-05, 1.75223e-05, -15.0818 
43670.5, 2.80384, 3.88083e-06, 1.03984e-05, 19.7976 
81469.8, 2.79998, 1.13493e-05, 1.85262e-05, 21.1208 
68741.5, 1.21016, 1.58016e-05, 9.95415e-06, -4.24354 
18897.1, 3.86191, 1.16558e-05, 5.07537e-06, -2.98661 
60169, 2.90503, 3.17287e-06, 1.78787e-05, 31.218 
34590.7, 2.41488, 1.08653e-05, 1.88917e-05, 6.64108 
5603.75, 3.4863, 3.79242e-06, 1.09582e-05, 0.963041 
89089.5, 3.03477, 4.3643e-06, 7.86082e-06, 25.061 
71893.9, 0.756147, 4.88779e-06, 8.57444e-06, 25.6433 
22999.4, 2.64359, 1.61089e-05, 1.2562e-05, -7.79671 
47346.5, 2.60678, 9.17366e-06, 6.76692e-06, -0.370411 
33810, 2.73817, 6.97843e-06, 3.58448e-06, -6.63562 
99774.8, 3.87739, 1.40923e-05, 6.83835e-06, 19.7557 
40539.5, 1.09924, 1.36414e-05, 6.30021e-06, 6.17937 
62302.4, 2.22143, 1.30488e-05, 4.67886e-06, -7.5669 
80864.1, 3.87199, 1.47429e-05, 1.22901e-05, 23.0058 
76508.9, 2.61932, 1.77868e-05, 6.883e-06, -4.26129 
69992.3, 3.44147, 1.66199e-05, 8.24101e-06, 13.0214 
70028.9, 1.44281, 1.27352e-05, 1.29323e-05, -12.2836 
56478.2, 1.97598, 7.70443e-06, 3.68397e-06, -7.49898 
99413.2, 3.8371, 4.49469e-06, 1.80833e-05, 39.1483 
21505, 2.39729, 7.05203e-06, 5.17438e-06, -4.95389 
1172.48, 3.95359, 6.84603e-06, 4.78154e-06, 17.2404 
18574.7, 3.69721, 1.29427e-05, 1.66814e-05, 11.2278 
2396.85, 3.01855, 9.44837e-06, 1.6499e-05, 4.06466 
84460.2, 2.59384, 5.08359e-06, 1.19445e-05, 22.8966 
1040.74, 1.33857, 8.26192e-06, 9.20153e-06, 25.0073 
94381.1, 3.98754, 3.69564e-06, 1.42208e-05, 39.212 
95351.6, 3.92379, 4.05186e-06, 1.94331e-05, 40.88 
41503.8, 2.83955, 1.66697e-05, 3.04279e-06, -0.363857 
99315.7, 1.64456, 4.43689e-06, 1.61206e-05, 13.1441 
74685.3, 1.65665, 1.66911e-05, 1.46332e-05, -13.8214 
90790.1, 0.700379, 1.07847e-05, 1.56832e-05, 32.9751 
72454.5, 1.3449, 1.37179e-05, 1.0661e-05, -8.88935 
84281.4, 3.31814, 1.94642e-05, 1.49113e-05, 18.6366 
46867, 3.97885, 3.5961e-06, 4.97749e-06, 23.0083 
64214.8, 3.82982, 7.42127e-06, 1.94784e-05, 31.2531 
45661.7, 0.884108, 1.74053e-05, 1.89098e-05, 8.20836 
3356.6, 3.97556, 1.98563e-05, 9.75934e-06, 9.71879 
79464.7, 2.87098, 6.82474e-06, 5.02689e-06, 12.5593 
54431.9, 0.690192, 2.66509e-06, 7.21112e-06, 33.2893 
21645.8, 2.33435, 1.01404e-05, 1.89555e-05, -6.33994 
1184.66, 0.734239, 3.38601e-06, 7.75381e-06, 61.8296 
58538.2, 1.1155, 5.72311e-06, 1.88046e-05, -15.4544 
61587.1, 0.987165, 3.1343e-06, 8.34506e-06, -9.59611 
39830, 2.98617, 2.39058e-06, 9.60306e-06, 24.8153 
44192.9, 3.15523, 1.59161e-05, 9.16758e-06, 5.90071 
35705, 1.52708, 1.93425e-05, 1.21706e-05, -3.26563 
35595.2, 3.23676, 1.12768e-05, 9.45519e-06, 9.00514 
16485.2, 3.06693, 1.56229e-05, 1.21269e-05, -6.06587 
42002.6, 2.49987, 7.74707e-06, 1.45068e-05, 11.6921 
84050, 0.617451, 1.66691e-05, 1.3338e-05, 51.8987 
93886.1, 2.5874, 6.37518e-06, 1.15144e-05, 21.2225 
33483.2, 1.88787, 1.13248e-05, 4.08146e-06, -0.218268 
69383.8, 3.75768, 1.2785e-05, 1.43232e-05, 23.6252 
52860.7, 2.39323, 5.47443e-06, 1.00686e-05, 12.4874 
56772.4, 0.929047, 1.73566e-05, 6.40956e-06, 13.5194 
30272.6, 1.62783, 1.95338e-05, 6.34944e-06, 3.19499 
65019.1, 3.06369, 1.31874e-05, 1.83563e-05, 19.8166 
94987.8, 2.37083, 1.29533e-05, 1.29538e-05, 12.0547 
5203.32, 1.31916, 8.36419e-06, 6.12556e-06, 15.2376 
40599.9, 2.58888, 1.40672e-05, 8.04657e-06, -9.63841 
26307, 1.06122, 5.34776e-06, 1.20525e-05, -3.51347 
88003.5, 3.40061, 9.79948e-06, 1.78939e-05, 27.969 
59113.2, 3.69797, 1.22729e-05, 1.11261e-05, 19.6097 
54268.6, 0.87522, 3.77755e-06, 5.19413e-06, 14.1688 
69705.4, 3.94955, 1.73461e-05, 4.83602e-06, 10.6655 
23600.5, 3.63109, 1.61257e-05, 1.4635e-05, 9.3898 
79477.2, 1.86692, 2.22479e-06, 2.85228e-06, -15.614 
13160, 0.698009, 2.56844e-06, 1.36697e-05, 36.4424 
28464.6, 3.55563, 1.09301e-05, 1.49467e-05, 15.2993 
20801.3, 3.28285, 1.61353e-05, 1.46983e-05, 3.47173 
15113.6, 1.08335, 7.45763e-06, 1.30766e-05, 2.864 
46559.9, 3.44273, 1.54476e-05, 1.83108e-05, 18.0847 
61145.9, 3.70757, 1.64635e-05, 1.49563e-05, 20.0988 
58549.6, 2.39017, 1.22375e-05, 1.82983e-05, 11.4495 
30912.5, 2.6198, 1.55088e-05, 1.31635e-05, -8.88044 
26111.7, 1.76781, 6.15838e-06, 4.75045e-06, -3.70529 
53638.1, 1.84596, 3.55292e-06, 1.43041e-05, 12.0422 
76239.5, 1.30755, 1.75582e-05, 9.6056e-06, -5.66326 
72912.1, 2.21146, 7.16919e-06, 2.69967e-06, -8.52126 
19535.9, 2.33834, 1.22255e-05, 1.05819e-05, -5.97208 
96416.6, 2.38436, 1.03013e-05, 9.2497e-06, 10.9367 
71955.2, 3.02339, 7.43843e-06, 6.04603e-06, 14.4421 
97482.4, 2.49837, 1.46239e-05, 7.92688e-06, 5.90964 
62292.6, 3.68626, 7.97692e-06, 1.29013e-05, 25.5797 
80648.4, 3.18053, 7.7843e-06, 1.2215e-05, 24.0296 
97397.3, 0.713007, 9.55798e-06, 4.62034e-06, 44.5304 
27140.3, 2.17558, 1.0917e-05, 1.21976e-05, -10.2629 
69863.3, 1.21444, 1.29913e-05, 1.42501e-05, -9.4743 
44170.1, 3.68839, 5.63388e-06, 1.18595e-05, 24.8367 
52388.1, 2.10642, 1.19428e-05, 9.59379e-06, -12.728 
72647.5, 3.62084, 8.58041e-06, 9.45146e-06, 22.9076 
14110.2, 2.66639, 5.82396e-06, 4.85451e-06, -3.05628 
49851.1, 2.59714, 1.66134e-05, 5.66226e-06, -6.93928 
33269.6, 1.15059, 1.19082e-05, 8.91881e-06, 1.94073 
1952.59, 1.7885, 8.68225e-06, 1.26927e-05, 12.5202 
426.053, 0.712396, 4.43471e-06, 5.24902e-06, 82.2172 
58895.9, 3.41536, 1.48766e-05, 4.49303e-06, 3.35218 
74538, 0.894729, 5.24221e-06, 1.26598e-05, -4.35325 
50484.3, 1.59989, 1.64555e-05, 1.10311e-05, -7.49972 
44109.7, 3.47905, 6.14165e-06, 1.32976e-05, 23.6489 
76336, 1.74892, 1.60831e-05, 1.84024e-05, -17.0968 
98666.4, 1.75488, 1.1093e-06, 1.6896e-05, 32.0968 
43188, 1.13615, 1.97708e-05, 6.5668e-06, 7.43142 
18908.9, 1.882, 1.69398e-05, 3.88648e-06, 8.63925 
36670.7, 0.710403, 7.65199e-06, 1.75167e-05, 34.8795 
70204.1, 2.12895, 1.4835e-05, 8.79201e-06, -12.8217 
22670.8, 1.16703, 1.23971e-06, 1.43804e-05, -19.5895 
11869.5, 0.712605, 1.51061e-06, 1.91067e-05, 24.0595 
4903.77, 2.57497, 1.49761e-05, 1.52166e-05, 3.52385 
93287.6, 2.84502, 2.80268e-06, 1.97911e-05, 36.8163 
24309.1, 1.2338, 9.68039e-06, 7.60653e-06, 2.55482 
36960.3, 2.19304, 1.71235e-05, 3.81599e-06, 1.25243 
10847.7, 2.38524, 1.54496e-06, 2.78174e-06, -3.68824 
38406.6, 2.51461, 8.08002e-06, 4.64572e-06, -8.30803 
89571.8, 3.96741, 1.51173e-05, 1.78167e-05, 27.7668 
41597.2, 0.717238, 6.07218e-06, 1.93552e-05, 29.4223 
82882.1, 2.15846, 8.71152e-06, 1.02429e-05, 8.16991 
65035.7, 1.52884, 6.04345e-06, 1.34188e-05, -19.085 
62866.1, 3.66117, 5.11326e-06, 1.22703e-05, 29.2055 
92072.8, 2.74116, 4.94366e-06, 1.77961e-05, 29.341 
51320.1, 1.20927, 1.02267e-05, 3.01902e-06, 6.3156 
18026.5, 3.28854, 7.86175e-06, 7.9055e-06, 1.39456 
39481.1, 1.27452, 1.58927e-05, 4.1876e-06, 7.69959 
11129.2, 2.38044, 9.64896e-06, 1.10381e-05, -3.55233 
39010.2, 1.87349, 7.18399e-06, 1.76201e-05, -2.37535 
27000.5, 2.19379, 8.24051e-06, 2.20824e-06, 3.2103 
65481.5, 3.9367, 8.59162e-06, 1.24263e-05, 26.5731 
4819, 2.72422, 1.19352e-06, 8.96984e-06, -5.24659 
29524.6, 1.48423, 7.29817e-06, 4.08903e-06, 0.653719 
71856.8, 1.68187, 7.84506e-06, 1.42909e-05, -7.39156 
47435.5, 3.21184, 1.00213e-05, 8.46358e-06, 12.2809 
59664.9, 2.14451, 1.08975e-05, 1.37274e-05, 3.62476 
81194.4, 2.57938, 1.64528e-05, 1.13253e-05, 8.52332 
40499.4, 2.64472, 1.70306e-06, 1.75397e-05, 31.2051 
62726.4, 0.888531, 1.48001e-06, 1.56886e-05, -18.6478 
93201.9, 0.658286, 1.24965e-05, 7.89688e-06, 48.2916 
85345.9, 3.54609, 7.13494e-06, 1.50846e-05, 30.0569 
6856.49, 3.46709, 1.03632e-05, 1.76571e-05, -2.94091 
49918.1, 0.858281, 1.69293e-05, 9.1133e-06, 24.7966 
23770.1, 1.75339, 1.21068e-06, 1.51033e-05, 14.7108 
50031.5, 3.01361, 2.96166e-06, 1.70781e-05, 30.6787 
37002.8, 0.979322, 1.88081e-05, 1.21456e-05, 8.03443 
90905.5, 1.68355, 5.14062e-06, 8.89283e-06, -0.446495 
83230.8, 3.83769, 1.8345e-06, 1.87985e-05, 46.4693 
68701.9, 2.09026, 1.06537e-05, 1.0874e-05, -0.291452 
82441.5, 2.69981, 9.34254e-06, 1.11749e-05, 16.887 
77975.6, 0.614537, 6.66543e-06, 1.96938e-05, 40.1951 
7300.04, 2.53102, 1.27863e-05, 1.78966e-05, -2.48139 
74074.1, 3.78635, 7.66925e-06, 3.10044e-06, 13.4903 
31525.6, 1.60733, 1.90752e-05, 1.26466e-05, -3.45372 
61836.1, 1.34268, 6.55158e-06, 4.06003e-06, -4.75172 
79628.4, 2.85682, 6.72363e-06, 4.99493e-06, 12.5037 
68543.1, 0.819393, 1.91703e-05, 2.58222e-06, 48.4621 
27253.8, 3.15976, 3.7623e-06, 1.57465e-05, 22.9367 
90231.2, 2.72457, 1.15252e-05, 2.79188e-06, -8.84703 
43536.5, 3.77034, 5.53392e-06, 1.81905e-05, 29.4377 
96380.1, 1.85053, 6.08733e-06, 1.60458e-05, 14.1091 
2103.57, 1.4901, 6.84434e-06, 1.8347e-05, 9.15736 
17963.3, 0.817965, 1.21942e-05, 1.93755e-05, 28.3028 
90847.5, 2.52395, 1.92722e-05, 6.07541e-06, -11.2793 
48402.3, 2.38736, 1.9892e-05, 1.34027e-05, -12.127 
36352.8, 1.3738, 2.55887e-06, 1.6852e-05, -21.1836 
78014, 3.91189, 9.39409e-06, 1.60099e-05, 29.5526 
65345.2, 0.999336, 1.30809e-05, 1.62195e-05, -3.82283 
81365.9, 1.19048, 1.97646e-05, 1.53501e-05, -7.32667 
8468.62, 3.23074, 3.05183e-06, 1.3152e-05, 10.5033 
32317.2, 0.719191, 1.33445e-05, 1.51142e-05, 41.5088 
48565.1, 0.716584, 3.1375e-06, 1.05104e-05, 27.674 
99212.6, 3.21419, 1.23523e-05, 1.98598e-05, 26.5014 
47759, 3.07119, 1.16734e-05, 5.84724e-06, 2.82001 
6068.87, 0.643972, 4.75896e-06, 6.26956e-06, 67.6645 
58340.9, 3.16526, 1.85506e-05, 1.67267e-05, 15.182 
85104.8, 1.50798, 4.53214e-06, 1.35077e-05, 1.18468 
79130.4, 2.51097, 1.74885e-05, 1.36614e-05, 8.85719 
80527, 2.49661, 1.25085e-05, 8.68973e-06, 6.80479 
30865.9, 2.81327, 1.03042e-05, 2.7669e-06, -0.684766 
43505.3, 2.48917, 1.08586e-05, 1.10144e-05, 2.49665 
49799.2, 3.47562, 1.07381e-05, 6.03953e-06, 10.5451 
83925.6, 3.71444, 7.87319e-06, 7.4422e-06, 23.4138 
71637.7, 2.23242, 1.30447e-05, 4.34014e-06, -8.13109 
73712, 2.58568, 1.0364e-06, 1.62706e-05, 40.8583 
58495, 2.79901, 1.935e-05, 1.56914e-05, 9.81313 
76392.9, 1.1495, 1.90151e-05, 9.21298e-06, -1.45728 
83358.9, 2.97355, 1.7026e-05, 1.41174e-05, 16.1629 
10697, 1.10667, 1.63077e-05, 5.0593e-06, 21.3163 
71791.6, 1.59035, 1.53822e-05, 6.37874e-06, -6.02756 
46593.2, 0.983764, 8.2474e-06, 1.78637e-05, -5.2253 
72826.9, 0.710814, 8.91584e-06, 9.13684e-06, 37.5834 
3549.8, 1.56183, 7.46514e-06, 1.86759e-05, 4.47477 
74291.6, 3.94217, 1.67244e-05, 5.62237e-06, 13.4404 
30841.6, 2.52782, 1.95517e-05, 1.40683e-05, -9.35128 
64014.9, 2.10215, 1.0924e-05, 1.07123e-05, -3.34231 
71975.7, 1.50293, 1.62281e-05, 1.01987e-05, -8.99227 
65542.9, 2.15218, 3.89972e-06, 1.51727e-05, 19.8295 
93692.4, 3.9668, 1.28674e-05, 1.05104e-05, 24.7538 
37801.3, 3.99091, 1.18065e-05, 1.43976e-05, 20.1367 
19746.3, 2.21426, 8.39224e-06, 6.67467e-06, -4.42223 
13839.2, 3.682, 1.57255e-05, 7.53276e-06, -1.57761 
19141.7, 2.53388, 1.41569e-05, 1.86456e-05, -10.3377 
79909.1, 1.25811, 1.02116e-05, 1.0687e-05, -10.92 
95259.2, 0.87568, 9.97431e-06, 1.89716e-05, -2.35103 
51104, 2.04943, 1.69008e-05, 3.02923e-06, 1.31608 
37310.5, 3.74208, 4.1411e-06, 7.30262e-06, 21.7171 
43722.2, 3.58261, 1.30014e-05, 1.78564e-05, 19.9693 
95242.8, 1.68988, 1.70693e-06, 1.38448e-05, 23.4142 
33862.4, 1.44309, 5.9594e-06, 4.61392e-06, -2.94959 
57245.9, 1.58444, 7.5688e-06, 6.20473e-06, -9.75671 
35214.1, 2.07677, 1.86428e-05, 1.02454e-05, -6.06298 
84501.8, 3.46355, 6.61707e-06, 1.3616e-05, 29.1558 
89432.5, 3.8197, 9.87471e-06, 9.37673e-06, 24.7938 
91972.4, 2.09396, 1.8195e-05, 4.17664e-06, -6.47409 
28922.9, 0.801781, 1.39647e-05, 1.53289e-05, 30.3271 
30471.2, 2.47086, 1.73777e-05, 1.65259e-05, -11.4082 
26235.7, 3.62688, 9.28635e-06, 9.10276e-06, 11.0845 
46793.9, 2.29905, 7.60147e-06, 4.65186e-06, -9.68982 
59924.1, 0.729122, 1.26081e-05, 1.11014e-05, 37.5328 
62190.6, 2.85397, 3.34289e-06, 1.50489e-05, 28.9433 
78811.8, 1.26975, 1.87104e-06, 5.39403e-06, -19.2095 
55470.5, 1.19367, 1.3068e-05, 8.47573e-06, -2.18902 
93675.9, 1.39531, 8.02199e-06, 2.33719e-06, -1.71474 
22686.1, 1.30686, 1.7198e-05, 1.9211e-05, -1.59701 
50371.2, 3.4003, 1.69612e-05, 1.23657e-05, 13.3962 
24806.2, 0.960186, 6.09064e-06, 1.74103e-05, -1.12036 
52904.6, 3.29847, 2.32473e-06, 8.85561e-06, 29.5983 
92707.8, 2.09459, 1.56084e-05, 5.65756e-06, -10.6385 
72035, 0.806541, 5.11609e-06, 1.0072e-05, 16.5992 
94055.4, 0.764612, 1.28204e-05, 8.39044e-06, 31.7713 
